partsid,datalink,parents_partsid,totalcfp
P04555,postgresA,P01518,6.565
P04556,postgresA,P01519,2.371
P04557,postgresC,P01519,9.513
P04558,postgresA,P01519,4.178
P04559,postgresB,P01520,4.102
P04560,postgresB,P01520,0.845
P04561,postgresC,P01520,6.086
P04562,postgresB,P01521,5.579
P04563,postgresA,P01521,5.561
P04564,postgresC,P01521,1.783
P04565,postgresB,P01522,3.164
P04566,postgresC,P01522,8.608
P04567,postgresB,P01522,8.666
P04568,postgresC,P01523,4.908
P04569,postgresB,P01523,8.381
P04570,postgresA,P01523,4.603
P04571,postgresA,P01524,0.328
P04572,postgresC,P01524,8.439
P04573,postgresB,P01524,0.278
P04574,postgresC,P01525,0.531
P04575,postgresA,P01525,7.214
P04576,postgresC,P01525,0.301
P04577,postgresC,P01526,6.194
P04578,postgresC,P01526,2.549
P04579,postgresB,P01526,9.997
P04580,postgresB,P01527,7.809
P04581,postgresA,P01527,6.251
P04582,postgresB,P01527,9.298
P04583,postgresB,P01528,1.624
P04584,postgresC,P01528,2.978
P04585,postgresB,P01528,9.781
P04586,postgresB,P01529,4.666
P04587,postgresB,P01529,5.395
P04588,postgresB,P01529,8.904
P04589,postgresC,P01530,5.492
P04590,postgresB,P01530,3.03
P04591,postgresB,P01530,1.697
P04592,postgresB,P01531,9.891
P04593,postgresA,P01531,3.318
P04594,postgresC,P01531,8.501
P04595,postgresB,P01532,7.464
P04596,postgresC,P01532,6.897
P04597,postgresA,P01532,3.314
P04598,postgresB,P01533,0.139
P04599,postgresC,P01533,8.432
P04600,postgresA,P01533,9.445
P04601,postgresC,P01534,1.132
P04602,postgresC,P01534,5.276
P04603,postgresB,P01534,2.956
P04604,postgresC,P01535,2.263
P04605,postgresA,P01535,9.433
P04606,postgresA,P01535,8.105
P04607,postgresA,P01536,5.687
P04608,postgresA,P01536,5.536
P04609,postgresA,P01536,7.197
P04610,postgresC,P01537,1.429
P04611,postgresB,P01537,3.742
P04612,postgresB,P01537,8.335
P04613,postgresC,P01538,8.672
P04614,postgresC,P01538,8.307
P04615,postgresA,P01538,7.836
P04616,postgresC,P01539,5.38
P04617,postgresB,P01539,9.2
P04618,postgresC,P01539,4.104
P04619,postgresC,P01540,0.239
P04620,postgresA,P01540,5.164
P04621,postgresB,P01540,7.507
P04622,postgresC,P01541,5.772
P04623,postgresA,P01541,7.993
P04624,postgresB,P01541,7.94
P04625,postgresC,P01542,0.339
P04626,postgresA,P01542,9.168
P04627,postgresA,P01542,7.641
P04628,postgresA,P01543,1.48
P04629,postgresA,P01543,5.556
P04630,postgresA,P01543,6.896
P04631,postgresB,P01544,3.873
P04632,postgresB,P01544,4.951
P04633,postgresC,P01544,0.121
P04634,postgresA,P01545,7.399
P04635,postgresB,P01545,0.162
P04636,postgresB,P01545,6.106
P04637,postgresB,P01546,9.813
P04638,postgresB,P01546,8.779
P04639,postgresC,P01546,0.869
P04640,postgresA,P01547,8.407
P04641,postgresB,P01547,6.579
P04642,postgresC,P01547,8.095
P04643,postgresA,P01548,6.49
P04644,postgresC,P01548,3.277
P04645,postgresC,P01548,4.405
P04646,postgresA,P01549,4.055
P04647,postgresA,P01549,9.165
P04648,postgresC,P01549,1.115
P04649,postgresC,P01550,1.644
P04650,postgresC,P01550,7.694
P04651,postgresA,P01550,7.728
P04652,postgresB,P01551,2.351
P04653,postgresA,P01551,2.651
P04654,postgresB,P01551,5.384
P04655,postgresB,P01552,0.322
P04656,postgresC,P01552,4.277
P04657,postgresA,P01552,5.763
P04658,postgresA,P01553,7.255
P04659,postgresC,P01553,9.592
P04660,postgresB,P01553,8.025
P04661,postgresC,P01554,4.907
P04662,postgresC,P01554,9.558
P04663,postgresB,P01554,3.778
P04664,postgresA,P01555,3.54
P04665,postgresC,P01555,2.664
P04666,postgresC,P01555,7.124
P04667,postgresA,P01556,9.755
P04668,postgresA,P01556,4.375
P04669,postgresA,P01556,4.711
P04670,postgresB,P01557,3.336
P04671,postgresA,P01557,6.16
P04672,postgresC,P01557,0.418
P04673,postgresB,P01558,8.605
P04674,postgresA,P01558,3.948
P04675,postgresC,P01558,1.443
P04676,postgresC,P01559,5.13
P04677,postgresC,P01559,0.044
P04678,postgresA,P01559,3.369
P04679,postgresB,P01560,1.57
P04680,postgresB,P01560,4.459
P04681,postgresC,P01560,1.348
P04682,postgresC,P01561,1.92
P04683,postgresB,P01561,6.469
P04684,postgresC,P01561,0.521
P04685,postgresC,P01562,0.04
P04686,postgresC,P01562,9.51
P04687,postgresB,P01562,2.973
P04688,postgresC,P01563,2.798
P04689,postgresC,P01563,7.656
P04690,postgresC,P01563,3.137
P04691,postgresB,P01564,7.789
P04692,postgresB,P01564,6.382
P04693,postgresC,P01564,6.254
P04694,postgresB,P01565,2.375
P04695,postgresA,P01565,8.913
P04696,postgresA,P01565,9.356
P04697,postgresB,P01566,6.467
P04698,postgresB,P01566,9.092
P04699,postgresA,P01566,4.76
P04700,postgresA,P01567,1.596
P04701,postgresB,P01567,8.973
P04702,postgresB,P01567,2.796
P04703,postgresC,P01568,2.056
P04704,postgresC,P01568,1.8
P04705,postgresA,P01568,1.662
P04706,postgresC,P01569,8.454
P04707,postgresC,P01569,1.207
P04708,postgresC,P01569,7.879
P04709,postgresB,P01570,2.235
P04710,postgresC,P01570,6.804
P04711,postgresC,P01570,6.606
P04712,postgresC,P01571,1.586
P04713,postgresB,P01571,9.989
P04714,postgresB,P01571,1.757
P04715,postgresB,P01572,9.477
P04716,postgresA,P01572,5.512
P04717,postgresC,P01572,0.137
P04718,postgresB,P01573,0.316
P04719,postgresC,P01573,6.92
P04720,postgresC,P01573,1.567
P04721,postgresA,P01574,7.639
P04722,postgresA,P01574,6.416
P04723,postgresC,P01574,3.658
P04724,postgresA,P01575,4.153
P04725,postgresB,P01575,2.123
P04726,postgresC,P01575,5.914
P04727,postgresA,P01576,4.001
P04728,postgresC,P01576,6.83
P04729,postgresC,P01576,9.994
P04730,postgresC,P01577,8.805
P04731,postgresA,P01577,0.543
P04732,postgresA,P01577,0.121
P04733,postgresC,P01578,7.542
P04734,postgresC,P01578,2.842
P04735,postgresB,P01578,4.104
P04736,postgresA,P01579,4.804
P04737,postgresA,P01579,8.766
P04738,postgresB,P01579,2.075
P04739,postgresB,P01580,7.861
P04740,postgresB,P01580,0.789
P04741,postgresB,P01580,3.3
P04742,postgresC,P01581,9.545
P04743,postgresC,P01581,3.564
P04744,postgresB,P01581,4.334
P04745,postgresB,P01582,7.146
P04746,postgresA,P01582,1.205
P04747,postgresB,P01582,5.927
P04748,postgresB,P01583,1.824
P04749,postgresB,P01583,9.827
P04750,postgresB,P01583,5.334
P04751,postgresC,P01584,1.786
P04752,postgresC,P01584,5.463
P04753,postgresB,P01584,8.726
P04754,postgresC,P01585,9.971
P04755,postgresB,P01585,3.911
P04756,postgresB,P01585,8.201
P04757,postgresC,P01586,8.685
P04758,postgresC,P01586,3.804
P04759,postgresC,P01586,6.52
P04760,postgresA,P01587,3.798
P04761,postgresB,P01587,3.843
P04762,postgresC,P01587,0.486
P04763,postgresC,P01588,9.52
P04764,postgresC,P01588,5.172
P04765,postgresB,P01588,9.139
P04766,postgresC,P01589,3.464
P04767,postgresB,P01589,1.866
P04768,postgresA,P01589,5.702
P04769,postgresC,P01590,1.469
P04770,postgresC,P01590,5.232
P04771,postgresC,P01590,9.563
P04772,postgresA,P01591,1.952
P04773,postgresA,P01591,1.561
P04774,postgresB,P01591,5.427
P04775,postgresC,P01592,0.396
P04776,postgresB,P01592,4.203
P04777,postgresA,P01592,6.279
P04778,postgresC,P01593,9.521
P04779,postgresC,P01593,6.101
P04780,postgresC,P01593,3.546
P04781,postgresA,P01594,5.368
P04782,postgresA,P01594,9.751
P04783,postgresB,P01594,4.85
P04784,postgresA,P01595,5.613
P04785,postgresA,P01595,5.373
P04786,postgresA,P01595,0.278
P04787,postgresB,P01596,5.054
P04788,postgresA,P01596,8.598
P04789,postgresA,P01596,3.171
P04790,postgresC,P01597,3.31
P04791,postgresA,P01597,4.961
P04792,postgresA,P01597,8.348
P04793,postgresB,P01598,7.077
P04794,postgresA,P01598,9.599
P04795,postgresC,P01598,0.944
P04796,postgresB,P01599,3.92
P04797,postgresB,P01599,4.326
P04798,postgresC,P01599,6.737
P04799,postgresB,P01600,9.887
P04800,postgresA,P01600,9.103
P04801,postgresB,P01600,0.861
P04802,postgresA,P01601,8.271
P04803,postgresB,P01601,4.805
P04804,postgresB,P01601,4.304
P04805,postgresC,P01602,1.72
P04806,postgresB,P01602,4.971
P04807,postgresB,P01602,0.21
P04808,postgresB,P01603,6.13
P04809,postgresC,P01603,0.756
P04810,postgresB,P01603,0.986
P04811,postgresA,P01604,9.878
P04812,postgresB,P01604,9.242
P04813,postgresC,P01604,6.349
P04814,postgresA,P01605,7.575
P04815,postgresB,P01605,6.525
P04816,postgresA,P01605,6.866
P04817,postgresB,P01606,3.966
P04818,postgresC,P01606,7.591
P04819,postgresC,P01606,8.903
P04820,postgresC,P01607,1.356
P04821,postgresC,P01607,7.237
P04822,postgresC,P01607,2.492
P04823,postgresC,P01608,0.788
P04824,postgresB,P01608,1.399
P04825,postgresC,P01608,7.168
P04826,postgresB,P01609,2.351
P04827,postgresC,P01609,6.846
P04828,postgresA,P01609,3.494
P04829,postgresA,P01610,5.456
P04830,postgresA,P01610,2.681
P04831,postgresA,P01610,2.335
P04832,postgresB,P01611,4.949
P04833,postgresC,P01611,0.954
P04834,postgresB,P01611,8.594
P04835,postgresC,P01612,4.204
P04836,postgresB,P01612,2.338
P04837,postgresB,P01612,0.698
P04838,postgresA,P01613,9.057
P04839,postgresC,P01613,2.263
P04840,postgresA,P01613,0.143
P04841,postgresA,P01614,4.308
P04842,postgresA,P01614,9.037
P04843,postgresC,P01614,7.356
P04844,postgresC,P01615,0.673
P04845,postgresC,P01615,4.316
P04846,postgresC,P01615,2.934
P04847,postgresC,P01616,9.924
P04848,postgresA,P01616,9.792
P04849,postgresC,P01616,2.963
P04850,postgresC,P01617,3.34
P04851,postgresB,P01617,3.96
P04852,postgresC,P01617,7.961
P04853,postgresB,P01618,1.048
P04854,postgresB,P01618,3.002
P04855,postgresB,P01618,4.515
P04856,postgresC,P01619,1.506
P04857,postgresB,P01619,7.252
P04858,postgresA,P01619,1.934
P04859,postgresB,P01620,8.983
P04860,postgresC,P01620,3.162
P04861,postgresB,P01620,9.406
P04862,postgresB,P01621,1.192
P04863,postgresA,P01621,5.642
P04864,postgresA,P01621,3.405
P04865,postgresA,P01622,0.945
P04866,postgresA,P01622,1.915
P04867,postgresA,P01622,3.181
P04868,postgresC,P01623,9.885
P04869,postgresA,P01623,0.088
P04870,postgresA,P01623,8.787
P04871,postgresC,P01624,8.804
P04872,postgresA,P01624,8.158
P04873,postgresB,P01624,4.635
P04874,postgresC,P01625,0.502
P04875,postgresA,P01625,7.89
P04876,postgresA,P01625,2.375
P04877,postgresA,P01626,5.026
P04878,postgresB,P01626,4.48
P04879,postgresA,P01626,0.386
P04880,postgresB,P01627,3.313
P04881,postgresB,P01627,3.328
P04882,postgresC,P01627,5.775
P04883,postgresC,P01628,9.95
P04884,postgresB,P01628,7.322
P04885,postgresC,P01628,4.496
P04886,postgresA,P01629,6.859
P04887,postgresC,P01629,3.312
P04888,postgresC,P01629,1.45
P04889,postgresC,P01630,8.647
P04890,postgresC,P01630,6.445
P04891,postgresA,P01630,2.242
P04892,postgresA,P01631,0.404
P04893,postgresC,P01631,4.859
P04894,postgresC,P01631,1.224
P04895,postgresA,P01632,5.76
P04896,postgresA,P01632,8.84
P04897,postgresA,P01632,3.61
P04898,postgresB,P01633,5.715
P04899,postgresB,P01633,6.742
P04900,postgresC,P01633,4.937
P04901,postgresA,P01634,6.147
P04902,postgresC,P01634,6.942
P04903,postgresA,P01634,4.19
P04904,postgresA,P01635,6.806
P04905,postgresB,P01635,9.571
P04906,postgresB,P01635,5.601
P04907,postgresB,P01636,7.03
P04908,postgresC,P01636,0.903
P04909,postgresB,P01636,6.7
P04910,postgresC,P01637,9.981
P04911,postgresB,P01637,1.94
P04912,postgresA,P01637,5.728
P04913,postgresB,P01638,1.082
P04914,postgresC,P01638,3.395
P04915,postgresA,P01638,9.06
P04916,postgresB,P01639,2.404
P04917,postgresB,P01639,5.834
P04918,postgresA,P01639,1.982
P04919,postgresA,P01640,6.094
P04920,postgresC,P01640,7.066
P04921,postgresB,P01640,7.856
P04922,postgresB,P01641,2.939
P04923,postgresA,P01641,2.907
P04924,postgresB,P01641,1.685
P04925,postgresB,P01642,3.596
P04926,postgresA,P01642,7.37
P04927,postgresA,P01642,3.711
P04928,postgresC,P01643,3.647
P04929,postgresB,P01643,8.318
P04930,postgresB,P01643,9.319
P04931,postgresC,P01644,7.429
P04932,postgresA,P01644,2.441
P04933,postgresB,P01644,7.944
P04934,postgresA,P01645,6.342
P04935,postgresB,P01645,9.211
P04936,postgresC,P01645,6.181
P04937,postgresC,P01646,9.58
P04938,postgresC,P01646,0.683
P04939,postgresB,P01646,1.539
P04940,postgresC,P01647,9.192
P04941,postgresC,P01647,8.598
P04942,postgresB,P01647,1.978
P04943,postgresB,P01648,2.074
P04944,postgresB,P01648,0.268
P04945,postgresA,P01648,7.324
P04946,postgresA,P01649,1.256
P04947,postgresC,P01649,6.003
P04948,postgresA,P01649,7.008
P04949,postgresB,P01650,1.029
P04950,postgresC,P01650,8.574
P04951,postgresB,P01650,1.289
P04952,postgresA,P01651,7.212
P04953,postgresB,P01651,1.961
P04954,postgresC,P01651,2.09
P04955,postgresA,P01652,8.486
P04956,postgresA,P01652,9.934
P04957,postgresB,P01652,7.397
P04958,postgresC,P01653,3.689
P04959,postgresC,P01653,9.963
P04960,postgresA,P01653,7.519
P04961,postgresA,P01654,9.225
P04962,postgresC,P01654,6.535
P04963,postgresB,P01654,2.411
P04964,postgresA,P01655,0.03
P04965,postgresC,P01655,2.639
P04966,postgresB,P01655,5.897
P04967,postgresC,P01656,8.531
P04968,postgresB,P01656,1.995
P04969,postgresC,P01656,3.615
P04970,postgresB,P01657,3.698
P04971,postgresB,P01657,9.742
P04972,postgresB,P01657,7.175
P04973,postgresA,P01658,4.409
P04974,postgresA,P01658,9.514
P04975,postgresA,P01658,6.157
P04976,postgresA,P01659,1.236
P04977,postgresA,P01659,1.547
P04978,postgresB,P01659,4.52
P04979,postgresB,P01660,3.112
P04980,postgresB,P01660,1.948
P04981,postgresA,P01660,8.063
P04982,postgresB,P01661,8.747
P04983,postgresC,P01661,2.359
P04984,postgresA,P01661,0.264
P04985,postgresA,P01662,3.368
P04986,postgresB,P01662,6.116
P04987,postgresB,P01662,4.046
P04988,postgresC,P01663,2.189
P04989,postgresB,P01663,0.82
P04990,postgresC,P01663,7.353
P04991,postgresA,P01664,8.071
P04992,postgresB,P01664,0.388
P04993,postgresA,P01664,2.479
P04994,postgresA,P01665,4.653
P04995,postgresA,P01665,1.414
P04996,postgresC,P01665,7.079
P04997,postgresC,P01666,3.734
P04998,postgresB,P01666,4.158
P04999,postgresC,P01666,3.036
P05000,postgresB,P01667,1.47
P05001,postgresC,P01667,6.343
P05002,postgresB,P01667,4.973
P05003,postgresA,P01668,1.774
P05004,postgresB,P01668,0.033
P05005,postgresA,P01668,4.992
P05006,postgresB,P01669,1.955
P05007,postgresB,P01669,5.276
P05008,postgresB,P01669,8.875
P05009,postgresA,P01670,4.583
P05010,postgresB,P01670,9.21
P05011,postgresB,P01670,3.221
P05012,postgresB,P01671,6.474
P05013,postgresA,P01671,0.738
P05014,postgresC,P01671,9.684
P05015,postgresC,P01672,8.59
P05016,postgresB,P01672,3.99
P05017,postgresB,P01672,0.98
P05018,postgresB,P01673,9.496
P05019,postgresB,P01673,0.454
P05020,postgresB,P01673,6.423
P05021,postgresC,P01674,9.253
P05022,postgresB,P01674,4.43
P05023,postgresA,P01674,3.963
P05024,postgresB,P01675,0.163
P05025,postgresB,P01675,5.597
P05026,postgresA,P01675,7.214
P05027,postgresC,P01676,1.992
P05028,postgresA,P01676,2.776
P05029,postgresB,P01676,0.049
P05030,postgresC,P01677,0.929
P05031,postgresA,P01677,0.783
P05032,postgresB,P01677,5.067
P05033,postgresB,P01678,6.591
P05034,postgresC,P01678,4.286
P05035,postgresB,P01678,3.432
P05036,postgresB,P01679,6.196
P05037,postgresC,P01679,8.076
P05038,postgresA,P01679,5.929
P05039,postgresA,P01680,7.332
P05040,postgresA,P01680,4.673
P05041,postgresA,P01680,6.009
P05042,postgresA,P01681,2.422
P05043,postgresA,P01681,0.137
P05044,postgresB,P01681,2.403
P05045,postgresB,P01682,0.762
P05046,postgresA,P01682,9.157
P05047,postgresC,P01682,6.773
P05048,postgresC,P01683,1.443
P05049,postgresA,P01683,6.023
P05050,postgresB,P01683,0.306
P05051,postgresC,P01684,2.7
P05052,postgresA,P01684,6.475
P05053,postgresB,P01684,7.121
P05054,postgresA,P01685,6.672
P05055,postgresC,P01685,9.493
P05056,postgresA,P01685,5.898
P05057,postgresC,P01686,9.392
P05058,postgresB,P01686,1.463
P05059,postgresA,P01686,0.256
P05060,postgresA,P01687,2.001
P05061,postgresC,P01687,7.308
P05062,postgresA,P01687,6.029
P05063,postgresB,P01688,3.9
P05064,postgresB,P01688,2.878
P05065,postgresA,P01688,5.289
P05066,postgresA,P01689,6.376
P05067,postgresC,P01689,1.145
P05068,postgresA,P01689,2.986
P05069,postgresC,P01690,3.781
P05070,postgresC,P01690,4.693
P05071,postgresB,P01690,3.384
P05072,postgresB,P01691,4.082
P05073,postgresC,P01691,3.922
P05074,postgresB,P01691,6.775
P05075,postgresB,P01692,7.526
P05076,postgresA,P01692,3.776
P05077,postgresB,P01692,7.901
P05078,postgresA,P01693,7.025
P05079,postgresA,P01693,5.627
P05080,postgresC,P01693,4.412
P05081,postgresB,P01694,0.617
P05082,postgresC,P01694,9.591
P05083,postgresA,P01694,2.593
P05084,postgresB,P01695,1.89
P05085,postgresA,P01695,4.33
P05086,postgresA,P01695,3.626
P05087,postgresB,P01696,2.831
P05088,postgresA,P01696,6.395
P05089,postgresA,P01696,6.135
P05090,postgresA,P01697,5.84
P05091,postgresA,P01697,7.266
P05092,postgresA,P01697,2.193
P05093,postgresB,P01698,5.838
P05094,postgresA,P01698,5.615
P05095,postgresA,P01698,4.0
P05096,postgresC,P01699,3.323
P05097,postgresB,P01699,7.832
P05098,postgresB,P01699,1.872
P05099,postgresA,P01700,0.771
P05100,postgresC,P01700,6.271
P05101,postgresA,P01700,3.08
P05102,postgresB,P01701,5.251
P05103,postgresB,P01701,4.015
P05104,postgresC,P01701,1.376
P05105,postgresB,P01702,7.82
P05106,postgresB,P01702,0.278
P05107,postgresA,P01702,7.866
P05108,postgresA,P01703,1.143
P05109,postgresC,P01703,5.145
P05110,postgresB,P01703,0.729
P05111,postgresA,P01704,4.304
P05112,postgresB,P01704,4.413
P05113,postgresB,P01704,4.441
P05114,postgresB,P01705,0.359
P05115,postgresB,P01705,7.498
P05116,postgresA,P01705,2.521
P05117,postgresC,P01706,6.301
P05118,postgresB,P01706,6.781
P05119,postgresB,P01706,8.83
P05120,postgresB,P01707,7.161
P05121,postgresB,P01707,5.004
P05122,postgresA,P01707,2.826
P05123,postgresB,P01708,5.694
P05124,postgresA,P01708,6.221
P05125,postgresC,P01708,8.112
P05126,postgresB,P01709,1.157
P05127,postgresA,P01709,7.244
P05128,postgresA,P01709,9.045
P05129,postgresC,P01710,5.72
P05130,postgresA,P01710,2.828
P05131,postgresA,P01710,0.196
P05132,postgresB,P01711,6.616
P05133,postgresA,P01711,4.703
P05134,postgresC,P01711,8.21
P05135,postgresC,P01712,7.822
P05136,postgresB,P01712,1.492
P05137,postgresB,P01712,8.568
P05138,postgresB,P01713,5.659
P05139,postgresA,P01713,3.09
P05140,postgresB,P01713,9.937
P05141,postgresB,P01714,2.083
P05142,postgresC,P01714,6.641
P05143,postgresA,P01714,9.098
P05144,postgresB,P01715,1.842
P05145,postgresB,P01715,8.376
P05146,postgresB,P01715,0.381
P05147,postgresC,P01716,2.5
P05148,postgresA,P01716,3.459
P05149,postgresC,P01716,8.565
P05150,postgresC,P01717,4.437
P05151,postgresC,P01717,6.397
P05152,postgresC,P01717,0.052
P05153,postgresA,P01718,9.476
P05154,postgresB,P01718,0.578
P05155,postgresC,P01718,8.202
P05156,postgresC,P01719,1.51
P05157,postgresA,P01719,7.334
P05158,postgresB,P01719,2.319
P05159,postgresC,P01720,8.62
P05160,postgresA,P01720,2.257
P05161,postgresC,P01720,8.666
P05162,postgresB,P01721,0.335
P05163,postgresA,P01721,7.261
P05164,postgresA,P01721,1.041
P05165,postgresB,P01722,6.472
P05166,postgresB,P01722,1.802
P05167,postgresA,P01722,1.175
P05168,postgresA,P01723,8.567
P05169,postgresC,P01723,6.746
P05170,postgresA,P01723,0.377
P05171,postgresB,P01724,9.088
P05172,postgresA,P01724,5.132
P05173,postgresA,P01724,1.261
P05174,postgresA,P01725,2.272
P05175,postgresA,P01725,5.234
P05176,postgresB,P01725,2.944
P05177,postgresA,P01726,6.885
P05178,postgresA,P01726,7.943
P05179,postgresB,P01726,5.594
P05180,postgresC,P01727,9.873
P05181,postgresA,P01727,9.895
P05182,postgresB,P01727,4.417
P05183,postgresA,P01728,4.539
P05184,postgresC,P01728,0.32
P05185,postgresA,P01728,1.578
P05186,postgresA,P01729,5.834
P05187,postgresC,P01729,7.347
P05188,postgresA,P01729,8.094
P05189,postgresB,P01730,4.975
P05190,postgresB,P01730,4.636
P05191,postgresB,P01730,2.702
P05192,postgresA,P01731,6.749
P05193,postgresB,P01731,7.235
P05194,postgresB,P01731,2.085
P05195,postgresC,P01732,7.903
P05196,postgresB,P01732,1.773
P05197,postgresA,P01732,5.769
P05198,postgresC,P01733,1.905
P05199,postgresC,P01733,8.287
P05200,postgresA,P01733,0.83
P05201,postgresB,P01734,1.377
P05202,postgresA,P01734,4.136
P05203,postgresB,P01734,3.834
P05204,postgresC,P01735,7.557
P05205,postgresB,P01735,1.505
P05206,postgresC,P01735,9.111
P05207,postgresC,P01736,9.247
P05208,postgresC,P01736,5.029
P05209,postgresC,P01736,7.906
P05210,postgresA,P01737,4.129
P05211,postgresA,P01737,0.967
P05212,postgresC,P01737,9.086
P05213,postgresB,P01738,5.103
P05214,postgresA,P01738,6.864
P05215,postgresB,P01738,7.654
P05216,postgresC,P01739,9.597
P05217,postgresA,P01739,6.926
P05218,postgresC,P01739,9.808
P05219,postgresB,P01740,6.881
P05220,postgresC,P01740,6.664
P05221,postgresC,P01740,7.71
P05222,postgresC,P01741,6.619
P05223,postgresC,P01741,9.231
P05224,postgresA,P01741,6.84
P05225,postgresA,P01742,7.66
P05226,postgresA,P01742,5.995
P05227,postgresC,P01742,0.495
P05228,postgresB,P01743,3.329
P05229,postgresC,P01743,8.168
P05230,postgresB,P01743,1.336
P05231,postgresB,P01744,6.46
P05232,postgresA,P01744,3.403
P05233,postgresA,P01744,4.221
P05234,postgresB,P01745,0.027
P05235,postgresB,P01745,4.517
P05236,postgresB,P01745,3.35
P05237,postgresB,P01746,0.626
P05238,postgresB,P01746,7.045
P05239,postgresB,P01746,6.158
P05240,postgresC,P01747,3.066
P05241,postgresB,P01747,3.752
P05242,postgresB,P01747,1.375
P05243,postgresB,P01748,0.304
P05244,postgresB,P01748,8.995
P05245,postgresA,P01748,3.287
P05246,postgresB,P01749,2.141
P05247,postgresB,P01749,0.865
P05248,postgresC,P01749,8.913
P05249,postgresB,P01750,5.253
P05250,postgresB,P01750,4.304
P05251,postgresA,P01750,0.472
P05252,postgresB,P01751,2.546
P05253,postgresA,P01751,8.203
P05254,postgresC,P01751,9.948
P05255,postgresA,P01752,0.72
P05256,postgresC,P01752,1.501
P05257,postgresC,P01752,8.557
P05258,postgresA,P01753,5.743
P05259,postgresA,P01753,9.722
P05260,postgresC,P01753,1.546
P05261,postgresB,P01754,9.99
P05262,postgresA,P01754,1.927
P05263,postgresA,P01754,9.216
P05264,postgresA,P01755,4.999
P05265,postgresC,P01755,9.832
P05266,postgresB,P01755,6.587
P05267,postgresC,P01756,5.612
P05268,postgresB,P01756,6.578
P05269,postgresB,P01756,1.708
P05270,postgresB,P01757,8.166
P05271,postgresB,P01757,4.554
P05272,postgresA,P01757,9.64
P05273,postgresC,P01758,0.384
P05274,postgresB,P01758,5.888
P05275,postgresC,P01758,7.353
P05276,postgresC,P01759,4.408
P05277,postgresC,P01759,9.922
P05278,postgresB,P01759,1.371
P05279,postgresA,P01760,8.82
P05280,postgresC,P01760,1.589
P05281,postgresA,P01760,2.657
P05282,postgresC,P01761,7.975
P05283,postgresB,P01761,9.253
P05284,postgresC,P01761,7.961
P05285,postgresA,P01762,8.152
P05286,postgresA,P01762,1.124
P05287,postgresB,P01762,4.192
P05288,postgresC,P01763,7.467
P05289,postgresC,P01763,2.589
P05290,postgresC,P01763,8.194
P05291,postgresB,P01764,9.766
P05292,postgresA,P01764,8.402
P05293,postgresC,P01764,3.013
P05294,postgresA,P01765,0.737
P05295,postgresB,P01765,6.274
P05296,postgresA,P01765,4.795
P05297,postgresA,P01766,7.177
P05298,postgresA,P01766,8.076
P05299,postgresA,P01766,5.118
P05300,postgresC,P01767,1.579
P05301,postgresB,P01767,7.659
P05302,postgresB,P01767,3.937
P05303,postgresC,P01768,3.544
P05304,postgresC,P01768,0.341
P05305,postgresA,P01768,4.2
P05306,postgresC,P01769,6.671
P05307,postgresC,P01769,6.832
P05308,postgresC,P01769,1.459
P05309,postgresA,P01770,3.799
P05310,postgresC,P01770,0.46
P05311,postgresA,P01770,5.455
P05312,postgresC,P01771,8.035
P05313,postgresC,P01771,2.803
P05314,postgresC,P01771,7.12
P05315,postgresA,P01772,7.487
P05316,postgresC,P01772,9.672
P05317,postgresA,P01772,2.187
P05318,postgresB,P01773,7.5
P05319,postgresB,P01773,8.266
P05320,postgresB,P01773,0.547
P05321,postgresB,P01774,8.753
P05322,postgresA,P01774,2.604
P05323,postgresA,P01774,6.189
P05324,postgresA,P01775,7.921
P05325,postgresA,P01775,8.615
P05326,postgresA,P01775,5.945
P05327,postgresA,P01776,4.864
P05328,postgresA,P01776,2.877
P05329,postgresA,P01776,8.746
P05330,postgresC,P01777,7.92
P05331,postgresC,P01777,2.824
P05332,postgresA,P01777,5.849
P05333,postgresB,P01778,5.833
P05334,postgresC,P01778,4.378
P05335,postgresB,P01778,9.02
P05336,postgresB,P01779,9.788
P05337,postgresB,P01779,6.345
P05338,postgresC,P01779,2.704
P05339,postgresC,P01780,1.878
P05340,postgresB,P01780,3.187
P05341,postgresC,P01780,5.695
P05342,postgresC,P01781,8.788
P05343,postgresA,P01781,1.985
P05344,postgresC,P01781,1.631
P05345,postgresB,P01782,0.36
P05346,postgresA,P01782,1.2
P05347,postgresB,P01782,8.424
P05348,postgresC,P01783,5.577
P05349,postgresA,P01783,7.129
P05350,postgresC,P01783,9.381
P05351,postgresA,P01784,4.127
P05352,postgresB,P01784,7.888
P05353,postgresA,P01784,6.634
P05354,postgresA,P01785,9.358
P05355,postgresA,P01785,7.403
P05356,postgresA,P01785,5.63
P05357,postgresA,P01786,1.216
P05358,postgresB,P01786,4.326
P05359,postgresA,P01786,5.602
P05360,postgresB,P01787,8.12
P05361,postgresC,P01787,8.613
P05362,postgresC,P01787,3.39
P05363,postgresB,P01788,4.296
P05364,postgresB,P01788,7.537
P05365,postgresA,P01788,7.312
P05366,postgresB,P01789,3.168
P05367,postgresA,P01789,0.096
P05368,postgresB,P01789,9.235
P05369,postgresB,P01790,7.637
P05370,postgresC,P01790,3.808
P05371,postgresB,P01790,8.996
P05372,postgresB,P01791,4.637
P05373,postgresC,P01791,9.907
P05374,postgresB,P01791,3.939
P05375,postgresC,P01792,5.071
P05376,postgresA,P01792,4.444
