partsid,datalink,cfp,parents_partsid,totalcfp
P11361,postgresA,5.243,P03787,5.243
P11362,postgresA,2.48,P03787,2.48
P11363,postgresA,0.253,P03788,0.253
P11364,postgresB,8.023,P03788,8.023
P11365,postgresA,7.501,P03788,7.501
P11366,postgresC,9.122,P03789,9.122
P11367,postgresB,8.775,P03789,8.775
P11368,postgresC,4.512,P03789,4.512
P11369,postgresB,0.944,P03790,0.944
P11370,postgresC,9.579,P03790,9.579
P11371,postgresB,6.932,P03790,6.932
P11372,postgresB,0.524,P03791,0.524
P11373,postgresC,2.22,P03791,2.22
P11374,postgresB,2.212,P03791,2.212
P11375,postgresC,0.596,P03792,0.596
P11376,postgresC,1.129,P03792,1.129
P11377,postgresC,2.648,P03792,2.648
P11378,postgresC,9.892,P03793,9.892
P11379,postgresA,7.239,P03793,7.239
P11380,postgresB,9.994,P03793,9.994
P11381,postgresA,0.286,P03794,0.286
P11382,postgresC,6.319,P03794,6.319
P11383,postgresA,9.442,P03794,9.442
P11384,postgresB,4.533,P03795,4.533
P11385,postgresC,6.586,P03795,6.586
P11386,postgresA,5.266,P03795,5.266
P11387,postgresB,5.943,P03796,5.943
P11388,postgresB,6.756,P03796,6.756
P11389,postgresA,0.232,P03796,0.232
P11390,postgresC,1.981,P03797,1.981
P11391,postgresA,1.654,P03797,1.654
P11392,postgresC,3.842,P03797,3.842
P11393,postgresC,1.951,P03798,1.951
P11394,postgresA,1.257,P03798,1.257
P11395,postgresB,7.053,P03798,7.053
P11396,postgresB,8.731,P03799,8.731
P11397,postgresA,8.838,P03799,8.838
P11398,postgresC,3.698,P03799,3.698
P11399,postgresC,9.565,P03800,9.565
P11400,postgresB,7.036,P03800,7.036
P11401,postgresB,1.139,P03800,1.139
P11402,postgresA,3.85,P03801,3.85
P11403,postgresC,5.16,P03801,5.16
P11404,postgresC,8.05,P03801,8.05
P11405,postgresC,7.257,P03802,7.257
P11406,postgresC,8.356,P03802,8.356
P11407,postgresA,3.752,P03802,3.752
P11408,postgresB,1.183,P03803,1.183
P11409,postgresA,2.153,P03803,2.153
P11410,postgresB,9.517,P03803,9.517
P11411,postgresC,6.805,P03804,6.805
P11412,postgresB,9.804,P03804,9.804
P11413,postgresB,2.879,P03804,2.879
P11414,postgresB,1.455,P03805,1.455
P11415,postgresC,2.956,P03805,2.956
P11416,postgresA,6.602,P03805,6.602
P11417,postgresB,4.226,P03806,4.226
P11418,postgresB,2.997,P03806,2.997
P11419,postgresB,6.847,P03806,6.847
P11420,postgresC,3.046,P03807,3.046
P11421,postgresC,7.681,P03807,7.681
P11422,postgresC,8.998,P03807,8.998
P11423,postgresB,1.305,P03808,1.305
P11424,postgresB,5.025,P03808,5.025
P11425,postgresC,1.217,P03808,1.217
P11426,postgresA,7.885,P03809,7.885
P11427,postgresC,8.326,P03809,8.326
P11428,postgresC,1.578,P03809,1.578
P11429,postgresC,8.55,P03810,8.55
P11430,postgresB,2.422,P03810,2.422
P11431,postgresB,7.428,P03810,7.428
P11432,postgresC,4.606,P03811,4.606
P11433,postgresC,8.906,P03811,8.906
P11434,postgresA,5.013,P03811,5.013
P11435,postgresA,7.586,P03812,7.586
P11436,postgresA,3.676,P03812,3.676
P11437,postgresC,3.373,P03812,3.373
P11438,postgresA,2.032,P03813,2.032
P11439,postgresC,1.772,P03813,1.772
P11440,postgresB,8.476,P03813,8.476
P11441,postgresA,7.015,P03814,7.015
P11442,postgresB,7.396,P03814,7.396
P11443,postgresB,0.997,P03814,0.997
P11444,postgresA,6.544,P03815,6.544
P11445,postgresC,0.498,P03815,0.498
P11446,postgresA,3.861,P03815,3.861
P11447,postgresA,4.585,P03816,4.585
P11448,postgresA,6.662,P03816,6.662
P11449,postgresA,3.99,P03816,3.99
P11450,postgresB,2.311,P03817,2.311
P11451,postgresA,8.08,P03817,8.08
P11452,postgresA,7.487,P03817,7.487
P11453,postgresB,5.505,P03818,5.505
P11454,postgresC,4.962,P03818,4.962
P11455,postgresA,3.858,P03818,3.858
P11456,postgresB,1.529,P03819,1.529
P11457,postgresC,4.175,P03819,4.175
P11458,postgresC,4.155,P03819,4.155
P11459,postgresC,8.514,P03820,8.514
P11460,postgresB,9.161,P03820,9.161
P11461,postgresC,9.203,P03820,9.203
P11462,postgresC,0.773,P03821,0.773
P11463,postgresA,2.493,P03821,2.493
P11464,postgresB,2.407,P03821,2.407
P11465,postgresC,1.65,P03822,1.65
P11466,postgresB,1.734,P03822,1.734
P11467,postgresA,5.389,P03822,5.389
P11468,postgresA,6.49,P03823,6.49
P11469,postgresC,2.846,P03823,2.846
P11470,postgresA,2.979,P03823,2.979
P11471,postgresC,9.96,P03824,9.96
P11472,postgresC,1.394,P03824,1.394
P11473,postgresB,5.982,P03824,5.982
P11474,postgresB,4.22,P03825,4.22
P11475,postgresC,9.379,P03825,9.379
P11476,postgresA,3.235,P03825,3.235
P11477,postgresB,2.156,P03826,2.156
P11478,postgresB,3.222,P03826,3.222
P11479,postgresA,7.783,P03826,7.783
P11480,postgresA,0.789,P03827,0.789
P11481,postgresA,8.393,P03827,8.393
P11482,postgresB,3.756,P03827,3.756
P11483,postgresB,9.26,P03828,9.26
P11484,postgresC,1.231,P03828,1.231
P11485,postgresC,8.021,P03828,8.021
P11486,postgresB,2.704,P03829,2.704
P11487,postgresB,8.524,P03829,8.524
P11488,postgresC,0.404,P03829,0.404
P11489,postgresC,5.906,P03830,5.906
P11490,postgresC,1.017,P03830,1.017
P11491,postgresA,8.868,P03830,8.868
P11492,postgresA,6.457,P03831,6.457
P11493,postgresC,4.59,P03831,4.59
P11494,postgresA,9.891,P03831,9.891
P11495,postgresA,0.066,P03832,0.066
P11496,postgresA,6.884,P03832,6.884
P11497,postgresB,3.929,P03832,3.929
P11498,postgresA,1.844,P03833,1.844
P11499,postgresC,7.996,P03833,7.996
P11500,postgresB,3.483,P03833,3.483
P11501,postgresC,2.118,P03834,2.118
P11502,postgresB,6.078,P03834,6.078
P11503,postgresC,0.805,P03834,0.805
P11504,postgresA,8.583,P03835,8.583
P11505,postgresB,5.979,P03835,5.979
P11506,postgresB,2.525,P03835,2.525
P11507,postgresC,1.606,P03836,1.606
P11508,postgresC,5.341,P03836,5.341
P11509,postgresC,8.856,P03836,8.856
P11510,postgresC,9.539,P03837,9.539
P11511,postgresC,0.254,P03837,0.254
P11512,postgresB,1.533,P03837,1.533
P11513,postgresB,8.539,P03838,8.539
P11514,postgresA,0.438,P03838,0.438
P11515,postgresC,3.762,P03838,3.762
P11516,postgresC,0.162,P03839,0.162
P11517,postgresC,0.839,P03839,0.839
P11518,postgresA,8.376,P03839,8.376
P11519,postgresA,9.09,P03840,9.09
P11520,postgresA,6.068,P03840,6.068
P11521,postgresB,2.12,P03840,2.12
P11522,postgresA,3.799,P03841,3.799
P11523,postgresA,2.235,P03841,2.235
P11524,postgresB,9.515,P03841,9.515
P11525,postgresB,2.669,P03842,2.669
P11526,postgresB,3.837,P03842,3.837
P11527,postgresC,3.054,P03842,3.054
P11528,postgresA,9.781,P03843,9.781
P11529,postgresB,6.419,P03843,6.419
P11530,postgresA,9.109,P03843,9.109
P11531,postgresC,4.614,P03844,4.614
P11532,postgresA,4.191,P03844,4.191
P11533,postgresB,6.463,P03844,6.463
P11534,postgresC,4.458,P03845,4.458
P11535,postgresA,6.52,P03845,6.52
P11536,postgresA,4.11,P03845,4.11
P11537,postgresA,1.288,P03846,1.288
P11538,postgresB,8.379,P03846,8.379
P11539,postgresC,0.253,P03846,0.253
P11540,postgresA,9.652,P03847,9.652
P11541,postgresB,0.02,P03847,0.02
P11542,postgresA,9.875,P03847,9.875
P11543,postgresB,4.569,P03848,4.569
P11544,postgresC,8.312,P03848,8.312
P11545,postgresC,1.55,P03848,1.55
P11546,postgresB,7.309,P03849,7.309
P11547,postgresC,9.93,P03849,9.93
P11548,postgresA,5.758,P03849,5.758
P11549,postgresB,5.532,P03850,5.532
P11550,postgresA,6.594,P03850,6.594
P11551,postgresA,5.412,P03850,5.412
P11552,postgresB,4.955,P03851,4.955
P11553,postgresA,1.672,P03851,1.672
P11554,postgresB,8.253,P03851,8.253
P11555,postgresA,5.604,P03852,5.604
P11556,postgresB,7.944,P03852,7.944
P11557,postgresC,4.037,P03852,4.037
P11558,postgresB,1.966,P03853,1.966
P11559,postgresA,8.061,P03853,8.061
P11560,postgresA,0.849,P03853,0.849
P11561,postgresC,6.78,P03854,6.78
P11562,postgresA,9.909,P03854,9.909
P11563,postgresC,8.917,P03854,8.917
P11564,postgresC,9.232,P03855,9.232
P11565,postgresA,1.43,P03855,1.43
P11566,postgresA,9.602,P03855,9.602
P11567,postgresB,4.611,P03856,4.611
P11568,postgresC,1.826,P03856,1.826
P11569,postgresB,0.564,P03856,0.564
P11570,postgresC,5.251,P03857,5.251
P11571,postgresB,0.211,P03857,0.211
P11572,postgresA,3.726,P03857,3.726
P11573,postgresC,2.886,P03858,2.886
P11574,postgresB,1.623,P03858,1.623
P11575,postgresC,4.194,P03858,4.194
P11576,postgresB,3.25,P03859,3.25
P11577,postgresC,7.789,P03859,7.789
P11578,postgresB,6.578,P03859,6.578
P11579,postgresC,6.968,P03860,6.968
P11580,postgresA,6.132,P03860,6.132
P11581,postgresB,6.968,P03860,6.968
P11582,postgresA,5.261,P03861,5.261
P11583,postgresC,4.991,P03861,4.991
P11584,postgresB,2.809,P03861,2.809
P11585,postgresB,4.26,P03862,4.26
P11586,postgresB,0.135,P03862,0.135
P11587,postgresA,7.335,P03862,7.335
P11588,postgresA,4.767,P03863,4.767
P11589,postgresC,8.505,P03863,8.505
P11590,postgresB,6.305,P03863,6.305
P11591,postgresB,6.543,P03864,6.543
P11592,postgresA,8.159,P03864,8.159
P11593,postgresC,0.753,P03864,0.753
P11594,postgresC,9.823,P03865,9.823
P11595,postgresC,4.657,P03865,4.657
P11596,postgresA,3.994,P03865,3.994
P11597,postgresA,9.135,P03866,9.135
P11598,postgresB,0.366,P03866,0.366
P11599,postgresC,9.18,P03866,9.18
P11600,postgresA,9.465,P03867,9.465
P11601,postgresB,0.896,P03867,0.896
P11602,postgresA,1.798,P03867,1.798
P11603,postgresC,6.843,P03868,6.843
P11604,postgresB,9.6,P03868,9.6
P11605,postgresB,7.111,P03868,7.111
P11606,postgresB,4.891,P03869,4.891
P11607,postgresC,2.928,P03869,2.928
P11608,postgresA,6.982,P03869,6.982
P11609,postgresA,4.996,P03870,4.996
P11610,postgresC,2.846,P03870,2.846
P11611,postgresB,5.074,P03870,5.074
P11612,postgresA,7.885,P03871,7.885
P11613,postgresC,5.075,P03871,5.075
P11614,postgresC,9.807,P03871,9.807
P11615,postgresC,1.985,P03872,1.985
P11616,postgresA,8.221,P03872,8.221
P11617,postgresA,9.524,P03872,9.524
P11618,postgresC,7.518,P03873,7.518
P11619,postgresC,2.679,P03873,2.679
P11620,postgresB,1.072,P03873,1.072
P11621,postgresA,9.235,P03874,9.235
P11622,postgresA,1.374,P03874,1.374
P11623,postgresA,5.933,P03874,5.933
P11624,postgresA,2.438,P03875,2.438
P11625,postgresC,9.474,P03875,9.474
P11626,postgresB,0.641,P03875,0.641
P11627,postgresC,5.027,P03876,5.027
P11628,postgresA,6.343,P03876,6.343
P11629,postgresA,9.588,P03876,9.588
P11630,postgresB,8.602,P03877,8.602
P11631,postgresB,1.249,P03877,1.249
P11632,postgresA,4.119,P03877,4.119
P11633,postgresC,5.379,P03878,5.379
P11634,postgresB,3.753,P03878,3.753
P11635,postgresB,3.742,P03878,3.742
P11636,postgresA,1.519,P03879,1.519
P11637,postgresB,6.539,P03879,6.539
P11638,postgresB,1.948,P03879,1.948
P11639,postgresB,3.354,P03880,3.354
P11640,postgresB,0.426,P03880,0.426
P11641,postgresC,0.976,P03880,0.976
P11642,postgresA,5.732,P03881,5.732
P11643,postgresC,0.191,P03881,0.191
P11644,postgresA,9.287,P03881,9.287
P11645,postgresB,8.3,P03882,8.3
P11646,postgresC,8.441,P03882,8.441
P11647,postgresB,6.088,P03882,6.088
P11648,postgresC,7.516,P03883,7.516
P11649,postgresC,7.4,P03883,7.4
P11650,postgresB,1.704,P03883,1.704
P11651,postgresA,2.677,P03884,2.677
P11652,postgresC,7.165,P03884,7.165
P11653,postgresB,2.66,P03884,2.66
P11654,postgresB,4.766,P03885,4.766
P11655,postgresA,0.732,P03885,0.732
P11656,postgresC,2.816,P03885,2.816
P11657,postgresC,1.297,P03886,1.297
P11658,postgresC,9.204,P03886,9.204
P11659,postgresC,2.753,P03886,2.753
P11660,postgresB,1.212,P03887,1.212
P11661,postgresC,1.289,P03887,1.289
P11662,postgresC,2.367,P03887,2.367
P11663,postgresC,8.438,P03888,8.438
P11664,postgresB,5.02,P03888,5.02
P11665,postgresA,5.436,P03888,5.436
P11666,postgresC,4.662,P03889,4.662
P11667,postgresC,4.69,P03889,4.69
P11668,postgresC,9.161,P03889,9.161
P11669,postgresC,9.696,P03890,9.696
P11670,postgresC,3.754,P03890,3.754
P11671,postgresB,6.586,P03890,6.586
P11672,postgresC,8.079,P03891,8.079
P11673,postgresC,8.016,P03891,8.016
P11674,postgresC,6.499,P03891,6.499
P11675,postgresB,2.062,P03892,2.062
P11676,postgresA,0.105,P03892,0.105
P11677,postgresA,1.014,P03892,1.014
P11678,postgresB,2.892,P03893,2.892
P11679,postgresA,0.348,P03893,0.348
P11680,postgresB,7.924,P03893,7.924
P11681,postgresB,0.091,P03894,0.091
P11682,postgresB,6.11,P03894,6.11
P11683,postgresB,3.079,P03894,3.079
P11684,postgresA,2.602,P03895,2.602
P11685,postgresC,3.12,P03895,3.12
P11686,postgresC,6.694,P03895,6.694
P11687,postgresA,0.613,P03896,0.613
P11688,postgresC,2.525,P03896,2.525
P11689,postgresA,8.732,P03896,8.732
P11690,postgresC,5.353,P03897,5.353
P11691,postgresC,0.454,P03897,0.454
P11692,postgresC,0.228,P03897,0.228
P11693,postgresB,8.071,P03898,8.071
P11694,postgresA,0.222,P03898,0.222
P11695,postgresA,2.75,P03898,2.75
P11696,postgresA,6.01,P03899,6.01
P11697,postgresB,8.336,P03899,8.336
P11698,postgresB,4.747,P03899,4.747
P11699,postgresB,8.847,P03900,8.847
P11700,postgresA,2.146,P03900,2.146
P11701,postgresA,6.544,P03900,6.544
P11702,postgresB,9.703,P03901,9.703
P11703,postgresC,2.036,P03901,2.036
P11704,postgresB,0.668,P03901,0.668
P11705,postgresB,1.219,P03902,1.219
P11706,postgresA,6.132,P03902,6.132
P11707,postgresC,8.209,P03902,8.209
P11708,postgresB,0.977,P03903,0.977
P11709,postgresB,0.62,P03903,0.62
P11710,postgresB,5.274,P03903,5.274
P11711,postgresA,7.756,P03904,7.756
P11712,postgresC,3.852,P03904,3.852
P11713,postgresA,6.581,P03904,6.581
P11714,postgresB,8.015,P03905,8.015
P11715,postgresB,2.894,P03905,2.894
P11716,postgresB,4.477,P03905,4.477
P11717,postgresA,1.629,P03906,1.629
P11718,postgresA,1.836,P03906,1.836
P11719,postgresB,2.493,P03906,2.493
P11720,postgresB,5.263,P03907,5.263
P11721,postgresA,3.099,P03907,3.099
P11722,postgresA,6.947,P03907,6.947
P11723,postgresA,6.089,P03908,6.089
P11724,postgresB,9.963,P03908,9.963
P11725,postgresB,1.683,P03908,1.683
P11726,postgresA,6.488,P03909,6.488
P11727,postgresB,4.607,P03909,4.607
P11728,postgresC,1.077,P03909,1.077
P11729,postgresB,6.64,P03910,6.64
P11730,postgresC,0.175,P03910,0.175
P11731,postgresB,3.902,P03910,3.902
P11732,postgresB,3.457,P03911,3.457
P11733,postgresB,1.804,P03911,1.804
P11734,postgresB,5.274,P03911,5.274
P11735,postgresA,5.817,P03912,5.817
P11736,postgresB,8.73,P03912,8.73
P11737,postgresA,1.507,P03912,1.507
P11738,postgresB,4.548,P03913,4.548
P11739,postgresB,9.704,P03913,9.704
P11740,postgresA,3.88,P03913,3.88
P11741,postgresA,6.417,P03914,6.417
P11742,postgresA,7.34,P03914,7.34
P11743,postgresA,4.278,P03914,4.278
P11744,postgresA,7.489,P03915,7.489
P11745,postgresC,6.91,P03915,6.91
P11746,postgresC,6.508,P03915,6.508
P11747,postgresA,3.504,P03916,3.504
P11748,postgresA,3.377,P03916,3.377
P11749,postgresC,8.716,P03916,8.716
P11750,postgresC,7.144,P03917,7.144
P11751,postgresB,4.575,P03917,4.575
P11752,postgresB,5.184,P03917,5.184
P11753,postgresA,4.956,P03918,4.956
P11754,postgresB,9.613,P03918,9.613
P11755,postgresB,1.488,P03918,1.488
P11756,postgresB,7.649,P03919,7.649
P11757,postgresA,1.503,P03919,1.503
P11758,postgresB,9.764,P03919,9.764
P11759,postgresC,2.829,P03920,2.829
P11760,postgresC,3.71,P03920,3.71
P11761,postgresB,9.135,P03920,9.135
P11762,postgresC,0.025,P03921,0.025
P11763,postgresB,6.487,P03921,6.487
P11764,postgresB,6.42,P03921,6.42
P11765,postgresC,7.964,P03922,7.964
P11766,postgresC,0.875,P03922,0.875
P11767,postgresA,2.201,P03922,2.201
P11768,postgresC,1.172,P03923,1.172
P11769,postgresA,6.954,P03923,6.954
P11770,postgresB,2.295,P03923,2.295
P11771,postgresC,6.662,P03924,6.662
P11772,postgresC,0.011,P03924,0.011
P11773,postgresA,8.867,P03924,8.867
P11774,postgresC,1.808,P03925,1.808
P11775,postgresC,9.329,P03925,9.329
P11776,postgresA,8.078,P03925,8.078
P11777,postgresB,3.634,P03926,3.634
P11778,postgresB,6.279,P03926,6.279
P11779,postgresA,9.134,P03926,9.134
P11780,postgresB,7.453,P03927,7.453
P11781,postgresC,5.524,P03927,5.524
P11782,postgresC,6.574,P03927,6.574
P11783,postgresB,4.931,P03928,4.931
P11784,postgresC,9.012,P03928,9.012
P11785,postgresA,2.477,P03928,2.477
P11786,postgresB,1.874,P03929,1.874
P11787,postgresB,2.66,P03929,2.66
P11788,postgresB,1.451,P03929,1.451
P11789,postgresC,6.501,P03930,6.501
P11790,postgresC,9.648,P03930,9.648
P11791,postgresA,8.075,P03930,8.075
P11792,postgresC,3.928,P03931,3.928
P11793,postgresA,0.228,P03931,0.228
P11794,postgresB,8.489,P03931,8.489
P11795,postgresA,9.239,P03932,9.239
P11796,postgresA,8.698,P03932,8.698
P11797,postgresB,1.807,P03932,1.807
P11798,postgresB,9.834,P03933,9.834
P11799,postgresB,6.631,P03933,6.631
P11800,postgresC,9.698,P03933,9.698
P11801,postgresB,0.837,P03934,0.837
P11802,postgresB,6.196,P03934,6.196
P11803,postgresA,1.51,P03934,1.51
P11804,postgresC,1.601,P03935,1.601
P11805,postgresB,0.35,P03935,0.35
P11806,postgresB,7.061,P03935,7.061
P11807,postgresB,7.517,P03936,7.517
P11808,postgresA,7.753,P03936,7.753
P11809,postgresB,0.48,P03936,0.48
P11810,postgresB,3.126,P03937,3.126
P11811,postgresC,0.666,P03937,0.666
P11812,postgresB,7.415,P03937,7.415
P11813,postgresB,1.916,P03938,1.916
P11814,postgresC,3.876,P03938,3.876
P11815,postgresC,2.516,P03938,2.516
P11816,postgresA,4.96,P03939,4.96
P11817,postgresB,7.149,P03939,7.149
P11818,postgresC,2.904,P03939,2.904
P11819,postgresC,5.414,P03940,5.414
P11820,postgresC,9.952,P03940,9.952
P11821,postgresC,2.267,P03940,2.267
P11822,postgresB,1.883,P03941,1.883
P11823,postgresB,6.482,P03941,6.482
P11824,postgresB,2.759,P03941,2.759
P11825,postgresB,1.638,P03942,1.638
P11826,postgresB,4.055,P03942,4.055
P11827,postgresC,9.515,P03942,9.515
P11828,postgresB,6.631,P03943,6.631
P11829,postgresB,2.73,P03943,2.73
P11830,postgresA,9.64,P03943,9.64
P11831,postgresB,4.279,P03944,4.279
P11832,postgresC,8.073,P03944,8.073
P11833,postgresC,9.49,P03944,9.49
P11834,postgresB,9.338,P03945,9.338
P11835,postgresC,0.655,P03945,0.655
P11836,postgresB,5.408,P03945,5.408
P11837,postgresA,0.786,P03946,0.786
P11838,postgresA,2.244,P03946,2.244
P11839,postgresA,8.033,P03946,8.033
P11840,postgresA,2.248,P03947,2.248
P11841,postgresC,7.573,P03947,7.573
P11842,postgresB,8.216,P03947,8.216
P11843,postgresB,8.1,P03948,8.1
P11844,postgresC,1.374,P03948,1.374
P11845,postgresC,6.737,P03948,6.737
P11846,postgresC,8.524,P03949,8.524
P11847,postgresA,7.741,P03949,7.741
P11848,postgresA,9.685,P03949,9.685
P11849,postgresB,0.695,P03950,0.695
P11850,postgresB,7.117,P03950,7.117
P11851,postgresB,4.136,P03950,4.136
P11852,postgresB,4.444,P03951,4.444
P11853,postgresC,1.874,P03951,1.874
P11854,postgresB,5.819,P03951,5.819
P11855,postgresB,6.367,P03952,6.367
P11856,postgresC,8.445,P03952,8.445
P11857,postgresC,9.8,P03952,9.8
P11858,postgresB,4.425,P03953,4.425
P11859,postgresB,5.129,P03953,5.129
P11860,postgresB,6.498,P03953,6.498
P11861,postgresB,6.185,P03954,6.185
P11862,postgresB,6.015,P03954,6.015
P11863,postgresC,4.184,P03954,4.184
P11864,postgresB,2.007,P03955,2.007
P11865,postgresB,8.116,P03955,8.116
P11866,postgresA,7.289,P03955,7.289
P11867,postgresC,7.331,P03956,7.331
P11868,postgresC,7.038,P03956,7.038
P11869,postgresA,4.979,P03956,4.979
P11870,postgresC,1.641,P03957,1.641
P11871,postgresC,0.594,P03957,0.594
P11872,postgresA,8.974,P03957,8.974
P11873,postgresA,6.037,P03958,6.037
P11874,postgresA,5.742,P03958,5.742
P11875,postgresB,9.585,P03958,9.585
P11876,postgresA,5.55,P03959,5.55
P11877,postgresB,1.404,P03959,1.404
P11878,postgresC,1.038,P03959,1.038
P11879,postgresB,4.458,P03960,4.458
P11880,postgresC,1.658,P03960,1.658
P11881,postgresB,9.85,P03960,9.85
P11882,postgresC,0.79,P03961,0.79
P11883,postgresA,9.252,P03961,9.252
P11884,postgresB,8.931,P03961,8.931
P11885,postgresB,3.455,P03962,3.455
P11886,postgresC,0.934,P03962,0.934
P11887,postgresA,6.495,P03962,6.495
P11888,postgresC,8.135,P03963,8.135
P11889,postgresB,2.966,P03963,2.966
P11890,postgresC,5.877,P03963,5.877
P11891,postgresC,2.025,P03964,2.025
P11892,postgresC,9.222,P03964,9.222
P11893,postgresB,0.603,P03964,0.603
P11894,postgresC,9.343,P03965,9.343
P11895,postgresA,7.881,P03965,7.881
P11896,postgresA,5.805,P03965,5.805
P11897,postgresC,0.874,P03966,0.874
P11898,postgresC,0.707,P03966,0.707
P11899,postgresC,4.489,P03966,4.489
P11900,postgresC,2.359,P03967,2.359
P11901,postgresA,5.126,P03967,5.126
P11902,postgresC,6.486,P03967,6.486
P11903,postgresB,2.535,P03968,2.535
P11904,postgresC,1.248,P03968,1.248
P11905,postgresC,3.748,P03968,3.748
P11906,postgresB,0.575,P03969,0.575
P11907,postgresC,2.035,P03969,2.035
P11908,postgresC,6.023,P03969,6.023
P11909,postgresC,7.651,P03970,7.651
P11910,postgresA,6.063,P03970,6.063
P11911,postgresC,8.367,P03970,8.367
P11912,postgresC,6.003,P03971,6.003
P11913,postgresA,7.902,P03971,7.902
P11914,postgresB,0.079,P03971,0.079
P11915,postgresC,5.781,P03972,5.781
P11916,postgresA,7.525,P03972,7.525
P11917,postgresC,5.254,P03972,5.254
P11918,postgresB,5.469,P03973,5.469
P11919,postgresA,3.029,P03973,3.029
P11920,postgresA,6.58,P03973,6.58
P11921,postgresC,1.413,P03974,1.413
P11922,postgresC,4.786,P03974,4.786
P11923,postgresB,7.263,P03974,7.263
P11924,postgresB,1.042,P03975,1.042
P11925,postgresA,6.078,P03975,6.078
P11926,postgresA,4.618,P03975,4.618
P11927,postgresB,9.932,P03976,9.932
P11928,postgresC,1.436,P03976,1.436
P11929,postgresC,7.748,P03976,7.748
P11930,postgresA,9.564,P03977,9.564
P11931,postgresC,0.377,P03977,0.377
P11932,postgresB,6.26,P03977,6.26
P11933,postgresA,1.451,P03978,1.451
P11934,postgresA,5.548,P03978,5.548
P11935,postgresA,2.901,P03978,2.901
P11936,postgresB,2.218,P03979,2.218
P11937,postgresC,4.73,P03979,4.73
P11938,postgresA,6.579,P03979,6.579
P11939,postgresB,5.669,P03980,5.669
P11940,postgresC,6.043,P03980,6.043
P11941,postgresC,0.115,P03980,0.115
P11942,postgresC,8.402,P03981,8.402
P11943,postgresC,0.433,P03981,0.433
P11944,postgresA,1.282,P03981,1.282
P11945,postgresB,9.243,P03982,9.243
P11946,postgresA,8.811,P03982,8.811
P11947,postgresC,7.177,P03982,7.177
P11948,postgresC,5.194,P03983,5.194
P11949,postgresC,6.854,P03983,6.854
P11950,postgresA,1.138,P03983,1.138
P11951,postgresA,5.034,P03984,5.034
P11952,postgresB,8.092,P03984,8.092
P11953,postgresA,1.146,P03984,1.146
P11954,postgresA,1.21,P03985,1.21
P11955,postgresA,1.772,P03985,1.772
P11956,postgresB,6.473,P03985,6.473
P11957,postgresA,5.414,P03986,5.414
P11958,postgresA,3.921,P03986,3.921
P11959,postgresC,5.956,P03986,5.956
P11960,postgresA,0.701,P03987,0.701
P11961,postgresA,7.98,P03987,7.98
P11962,postgresA,7.299,P03987,7.299
P11963,postgresC,4.981,P03988,4.981
P11964,postgresC,7.283,P03988,7.283
P11965,postgresC,7.964,P03988,7.964
P11966,postgresA,7.308,P03989,7.308
P11967,postgresA,9.065,P03989,9.065
P11968,postgresA,9.709,P03989,9.709
P11969,postgresB,3.777,P03990,3.777
P11970,postgresA,5.753,P03990,5.753
P11971,postgresB,1.629,P03990,1.629
P11972,postgresA,2.082,P03991,2.082
P11973,postgresC,9.715,P03991,9.715
P11974,postgresB,9.901,P03991,9.901
P11975,postgresA,6.551,P03992,6.551
P11976,postgresC,4.36,P03992,4.36
P11977,postgresC,7.553,P03992,7.553
P11978,postgresA,7.347,P03993,7.347
P11979,postgresA,4.466,P03993,4.466
P11980,postgresC,9.548,P03993,9.548
P11981,postgresC,8.681,P03994,8.681
P11982,postgresA,3.382,P03994,3.382
P11983,postgresB,0.35,P03994,0.35
P11984,postgresA,7.887,P03995,7.887
P11985,postgresB,1.625,P03995,1.625
P11986,postgresA,9.651,P03995,9.651
P11987,postgresC,8.226,P03996,8.226
P11988,postgresA,0.423,P03996,0.423
P11989,postgresA,6.474,P03996,6.474
P11990,postgresA,3.239,P03997,3.239
P11991,postgresB,0.631,P03997,0.631
P11992,postgresA,8.887,P03997,8.887
P11993,postgresA,8.371,P03998,8.371
P11994,postgresB,6.036,P03998,6.036
P11995,postgresC,2.022,P03998,2.022
P11996,postgresC,4.418,P03999,4.418
P11997,postgresA,7.122,P03999,7.122
P11998,postgresB,9.338,P03999,9.338
P11999,postgresC,6.995,P04000,6.995
P12000,postgresB,7.957,P04000,7.957
P12001,postgresA,6.306,P04000,6.306
P12002,postgresB,3.629,P04001,3.629
P12003,postgresA,1.633,P04001,1.633
P12004,postgresB,3.117,P04001,3.117
P12005,postgresA,2.939,P04002,2.939
P12006,postgresB,7.06,P04002,7.06
P12007,postgresC,1.872,P04002,1.872
P12008,postgresC,6.988,P04003,6.988
P12009,postgresB,1.907,P04003,1.907
P12010,postgresA,9.521,P04003,9.521
P12011,postgresA,3.554,P04004,3.554
P12012,postgresC,5.715,P04004,5.715
P12013,postgresA,3.891,P04004,3.891
P12014,postgresC,3.258,P04005,3.258
P12015,postgresC,8.881,P04005,8.881
P12016,postgresB,8.304,P04005,8.304
P12017,postgresA,1.674,P04006,1.674
P12018,postgresB,6.869,P04006,6.869
P12019,postgresB,6.875,P04006,6.875
P12020,postgresC,2.242,P04007,2.242
P12021,postgresB,2.686,P04007,2.686
P12022,postgresB,9.96,P04007,9.96
P12023,postgresB,9.349,P04008,9.349
P12024,postgresB,5.343,P04008,5.343
P12025,postgresA,7.294,P04008,7.294
