partsid,datalink,parents_partsid
P14632,postgresB,P04877
P14633,postgresC,P04878
P14634,postgresC,P04878
P14635,postgresA,P04878
P14636,postgresB,P04879
P14637,postgresB,P04879
P14638,postgresA,P04879
P14639,postgresB,P04880
P14640,postgresA,P04880
P14641,postgresA,P04880
P14642,postgresC,P04881
P14643,postgresB,P04881
P14644,postgresA,P04881
P14645,postgresB,P04882
P14646,postgresC,P04882
P14647,postgresC,P04882
P14648,postgresB,P04883
P14649,postgresA,P04883
P14650,postgresB,P04883
P14651,postgresB,P04884
P14652,postgresA,P04884
P14653,postgresB,P04884
P14654,postgresC,P04885
P14655,postgresB,P04885
P14656,postgresB,P04885
P14657,postgresA,P04886
P14658,postgresA,P04886
P14659,postgresB,P04886
P14660,postgresB,P04887
P14661,postgresA,P04887
P14662,postgresB,P04887
P14663,postgresA,P04888
P14664,postgresC,P04888
P14665,postgresC,P04888
P14666,postgresA,P04889
P14667,postgresB,P04889
P14668,postgresA,P04889
P14669,postgresA,P04890
P14670,postgresA,P04890
P14671,postgresB,P04890
P14672,postgresC,P04891
P14673,postgresA,P04891
P14674,postgresB,P04891
P14675,postgresA,P04892
P14676,postgresC,P04892
P14677,postgresA,P04892
P14678,postgresA,P04893
P14679,postgresB,P04893
P14680,postgresC,P04893
P14681,postgresA,P04894
P14682,postgresC,P04894
P14683,postgresA,P04894
P14684,postgresA,P04895
P14685,postgresA,P04895
P14686,postgresB,P04895
P14687,postgresC,P04896
P14688,postgresA,P04896
P14689,postgresA,P04896
P14690,postgresB,P04897
P14691,postgresC,P04897
P14692,postgresB,P04897
P14693,postgresA,P04898
P14694,postgresB,P04898
P14695,postgresA,P04898
P14696,postgresC,P04899
P14697,postgresB,P04899
P14698,postgresC,P04899
P14699,postgresC,P04900
P14700,postgresB,P04900
P14701,postgresB,P04900
P14702,postgresA,P04901
P14703,postgresC,P04901
P14704,postgresA,P04901
P14705,postgresB,P04902
P14706,postgresB,P04902
P14707,postgresC,P04902
P14708,postgresB,P04903
P14709,postgresA,P04903
P14710,postgresA,P04903
P14711,postgresC,P04904
P14712,postgresC,P04904
P14713,postgresC,P04904
P14714,postgresB,P04905
P14715,postgresA,P04905
P14716,postgresA,P04905
P14717,postgresA,P04906
P14718,postgresA,P04906
P14719,postgresB,P04906
P14720,postgresC,P04907
P14721,postgresC,P04907
P14722,postgresC,P04907
P14723,postgresB,P04908
P14724,postgresB,P04908
P14725,postgresA,P04908
P14726,postgresB,P04909
P14727,postgresB,P04909
P14728,postgresB,P04909
P14729,postgresC,P04910
P14730,postgresC,P04910
P14731,postgresB,P04910
P14732,postgresA,P04911
P14733,postgresC,P04911
P14734,postgresC,P04911
P14735,postgresC,P04912
P14736,postgresC,P04912
P14737,postgresB,P04912
P14738,postgresC,P04913
P14739,postgresC,P04913
P14740,postgresA,P04913
P14741,postgresC,P04914
P14742,postgresC,P04914
P14743,postgresC,P04914
P14744,postgresB,P04915
P14745,postgresC,P04915
P14746,postgresC,P04915
P14747,postgresA,P04916
P14748,postgresA,P04916
P14749,postgresA,P04916
P14750,postgresC,P04917
P14751,postgresA,P04917
P14752,postgresA,P04917
P14753,postgresB,P04918
P14754,postgresB,P04918
P14755,postgresC,P04918
P14756,postgresB,P04919
P14757,postgresA,P04919
P14758,postgresC,P04919
P14759,postgresB,P04920
P14760,postgresC,P04920
P14761,postgresA,P04920
P14762,postgresC,P04921
P14763,postgresB,P04921
P14764,postgresA,P04921
P14765,postgresA,P04922
P14766,postgresC,P04922
P14767,postgresA,P04922
P14768,postgresB,P04923
P14769,postgresA,P04923
P14770,postgresB,P04923
P14771,postgresA,P04924
P14772,postgresB,P04924
P14773,postgresC,P04924
P14774,postgresA,P04925
P14775,postgresC,P04925
P14776,postgresC,P04925
P14777,postgresC,P04926
P14778,postgresB,P04926
P14779,postgresA,P04926
P14780,postgresA,P04927
P14781,postgresB,P04927
P14782,postgresB,P04927
P14783,postgresC,P04928
P14784,postgresC,P04928
P14785,postgresC,P04928
P14786,postgresB,P04929
P14787,postgresA,P04929
P14788,postgresC,P04929
P14789,postgresB,P04930
P14790,postgresA,P04930
P14791,postgresC,P04930
P14792,postgresC,P04931
P14793,postgresA,P04931
P14794,postgresA,P04931
P14795,postgresA,P04932
P14796,postgresA,P04932
P14797,postgresC,P04932
P14798,postgresC,P04933
P14799,postgresB,P04933
P14800,postgresB,P04933
P14801,postgresC,P04934
P14802,postgresB,P04934
P14803,postgresA,P04934
P14804,postgresB,P04935
P14805,postgresB,P04935
P14806,postgresB,P04935
P14807,postgresC,P04936
P14808,postgresA,P04936
P14809,postgresB,P04936
P14810,postgresA,P04937
P14811,postgresA,P04937
P14812,postgresA,P04937
P14813,postgresC,P04938
P14814,postgresB,P04938
P14815,postgresC,P04938
P14816,postgresB,P04939
P14817,postgresC,P04939
P14818,postgresC,P04939
P14819,postgresA,P04940
P14820,postgresC,P04940
P14821,postgresC,P04940
P14822,postgresB,P04941
P14823,postgresA,P04941
P14824,postgresB,P04941
P14825,postgresA,P04942
P14826,postgresB,P04942
P14827,postgresC,P04942
P14828,postgresA,P04943
P14829,postgresA,P04943
P14830,postgresB,P04943
P14831,postgresC,P04944
P14832,postgresA,P04944
P14833,postgresB,P04944
P14834,postgresC,P04945
P14835,postgresB,P04945
P14836,postgresB,P04945
P14837,postgresC,P04946
P14838,postgresA,P04946
P14839,postgresB,P04946
P14840,postgresB,P04947
P14841,postgresB,P04947
P14842,postgresC,P04947
P14843,postgresA,P04948
P14844,postgresB,P04948
P14845,postgresC,P04948
P14846,postgresC,P04949
P14847,postgresC,P04949
P14848,postgresB,P04949
P14849,postgresC,P04950
P14850,postgresB,P04950
P14851,postgresB,P04950
P14852,postgresC,P04951
P14853,postgresB,P04951
P14854,postgresA,P04951
P14855,postgresC,P04952
P14856,postgresB,P04952
P14857,postgresA,P04952
P14858,postgresA,P04953
P14859,postgresB,P04953
P14860,postgresB,P04953
P14861,postgresB,P04954
P14862,postgresA,P04954
P14863,postgresB,P04954
P14864,postgresB,P04955
P14865,postgresB,P04955
P14866,postgresB,P04955
P14867,postgresC,P04956
P14868,postgresC,P04956
P14869,postgresC,P04956
P14870,postgresB,P04957
P14871,postgresC,P04957
P14872,postgresB,P04957
P14873,postgresB,P04958
P14874,postgresC,P04958
P14875,postgresB,P04958
P14876,postgresA,P04959
P14877,postgresC,P04959
P14878,postgresC,P04959
P14879,postgresA,P04960
P14880,postgresC,P04960
P14881,postgresB,P04960
P14882,postgresA,P04961
P14883,postgresC,P04961
P14884,postgresC,P04961
P14885,postgresB,P04962
P14886,postgresC,P04962
P14887,postgresB,P04962
P14888,postgresB,P04963
P14889,postgresC,P04963
P14890,postgresC,P04963
P14891,postgresA,P04964
P14892,postgresB,P04964
P14893,postgresB,P04964
P14894,postgresB,P04965
P14895,postgresC,P04965
P14896,postgresA,P04965
P14897,postgresA,P04966
P14898,postgresA,P04966
P14899,postgresC,P04966
P14900,postgresB,P04967
P14901,postgresB,P04967
P14902,postgresA,P04967
P14903,postgresC,P04968
P14904,postgresA,P04968
P14905,postgresB,P04968
P14906,postgresC,P04969
P14907,postgresB,P04969
P14908,postgresB,P04969
P14909,postgresA,P04970
P14910,postgresB,P04970
P14911,postgresB,P04970
P14912,postgresC,P04971
P14913,postgresB,P04971
P14914,postgresC,P04971
P14915,postgresB,P04972
P14916,postgresB,P04972
P14917,postgresA,P04972
P14918,postgresC,P04973
P14919,postgresA,P04973
P14920,postgresB,P04973
P14921,postgresC,P04974
P14922,postgresB,P04974
P14923,postgresA,P04974
P14924,postgresC,P04975
P14925,postgresC,P04975
P14926,postgresA,P04975
P14927,postgresB,P04976
P14928,postgresC,P04976
P14929,postgresA,P04976
P14930,postgresB,P04977
P14931,postgresB,P04977
P14932,postgresC,P04977
P14933,postgresC,P04978
P14934,postgresB,P04978
P14935,postgresB,P04978
P14936,postgresA,P04979
P14937,postgresC,P04979
P14938,postgresB,P04979
P14939,postgresB,P04980
P14940,postgresC,P04980
P14941,postgresA,P04980
P14942,postgresA,P04981
P14943,postgresC,P04981
P14944,postgresC,P04981
P14945,postgresA,P04982
P14946,postgresA,P04982
P14947,postgresB,P04982
P14948,postgresC,P04983
P14949,postgresC,P04983
P14950,postgresC,P04983
P14951,postgresA,P04984
P14952,postgresC,P04984
P14953,postgresA,P04984
P14954,postgresB,P04985
P14955,postgresB,P04985
P14956,postgresA,P04985
P14957,postgresA,P04986
P14958,postgresB,P04986
P14959,postgresA,P04986
P14960,postgresC,P04987
P14961,postgresB,P04987
P14962,postgresB,P04987
P14963,postgresC,P04988
P14964,postgresC,P04988
P14965,postgresB,P04988
P14966,postgresB,P04989
P14967,postgresA,P04989
P14968,postgresB,P04989
P14969,postgresA,P04990
P14970,postgresC,P04990
P14971,postgresC,P04990
P14972,postgresA,P04991
P14973,postgresB,P04991
P14974,postgresA,P04991
P14975,postgresC,P04992
P14976,postgresB,P04992
P14977,postgresA,P04992
P14978,postgresA,P04993
P14979,postgresA,P04993
P14980,postgresC,P04993
P14981,postgresC,P04994
P14982,postgresB,P04994
P14983,postgresB,P04994
P14984,postgresC,P04995
P14985,postgresC,P04995
P14986,postgresA,P04995
P14987,postgresB,P04996
P14988,postgresB,P04996
P14989,postgresC,P04996
P14990,postgresB,P04997
P14991,postgresB,P04997
P14992,postgresA,P04997
P14993,postgresC,P04998
P14994,postgresC,P04998
P14995,postgresA,P04998
P14996,postgresB,P04999
P14997,postgresA,P04999
P14998,postgresA,P04999
P14999,postgresB,P05000
P15000,postgresC,P05000
P15001,postgresA,P05000
P15002,postgresB,P05001
P15003,postgresB,P05001
P15004,postgresC,P05001
P15005,postgresA,P05002
P15006,postgresC,P05002
P15007,postgresA,P05002
P15008,postgresB,P05003
P15009,postgresA,P05003
P15010,postgresB,P05003
P15011,postgresB,P05004
P15012,postgresB,P05004
P15013,postgresC,P05004
P15014,postgresB,P05005
P15015,postgresC,P05005
P15016,postgresB,P05005
P15017,postgresC,P05006
P15018,postgresA,P05006
P15019,postgresC,P05006
P15020,postgresA,P05007
P15021,postgresC,P05007
P15022,postgresA,P05007
P15023,postgresA,P05008
P15024,postgresA,P05008
P15025,postgresC,P05008
P15026,postgresC,P05009
P15027,postgresA,P05009
P15028,postgresC,P05009
P15029,postgresC,P05010
P15030,postgresA,P05010
P15031,postgresA,P05010
P15032,postgresC,P05011
P15033,postgresA,P05011
P15034,postgresA,P05011
P15035,postgresC,P05012
P15036,postgresB,P05012
P15037,postgresB,P05012
P15038,postgresB,P05013
P15039,postgresC,P05013
P15040,postgresA,P05013
P15041,postgresA,P05014
P15042,postgresA,P05014
P15043,postgresB,P05014
P15044,postgresC,P05015
P15045,postgresC,P05015
P15046,postgresA,P05015
P15047,postgresB,P05016
P15048,postgresB,P05016
P15049,postgresB,P05016
P15050,postgresA,P05017
P15051,postgresA,P05017
P15052,postgresC,P05017
P15053,postgresC,P05018
P15054,postgresB,P05018
P15055,postgresA,P05018
P15056,postgresC,P05019
P15057,postgresA,P05019
P15058,postgresB,P05019
P15059,postgresB,P05020
P15060,postgresB,P05020
P15061,postgresB,P05020
P15062,postgresC,P05021
P15063,postgresB,P05021
P15064,postgresB,P05021
P15065,postgresA,P05022
P15066,postgresA,P05022
P15067,postgresA,P05022
P15068,postgresB,P05023
P15069,postgresA,P05023
P15070,postgresA,P05023
P15071,postgresB,P05024
P15072,postgresC,P05024
P15073,postgresA,P05024
P15074,postgresA,P05025
P15075,postgresB,P05025
P15076,postgresB,P05025
P15077,postgresC,P05026
P15078,postgresA,P05026
P15079,postgresC,P05026
P15080,postgresB,P05027
P15081,postgresB,P05027
P15082,postgresB,P05027
P15083,postgresB,P05028
P15084,postgresA,P05028
P15085,postgresA,P05028
P15086,postgresC,P05029
P15087,postgresB,P05029
P15088,postgresB,P05029
P15089,postgresB,P05030
P15090,postgresB,P05030
P15091,postgresB,P05030
P15092,postgresC,P05031
P15093,postgresA,P05031
P15094,postgresA,P05031
P15095,postgresB,P05032
P15096,postgresB,P05032
P15097,postgresB,P05032
P15098,postgresC,P05033
P15099,postgresA,P05033
P15100,postgresB,P05033
P15101,postgresC,P05034
P15102,postgresA,P05034
P15103,postgresC,P05034
P15104,postgresC,P05035
P15105,postgresA,P05035
P15106,postgresC,P05035
P15107,postgresB,P05036
P15108,postgresC,P05036
P15109,postgresA,P05036
P15110,postgresC,P05037
P15111,postgresB,P05037
P15112,postgresB,P05037
P15113,postgresA,P05038
P15114,postgresC,P05038
P15115,postgresA,P05038
P15116,postgresA,P05039
P15117,postgresB,P05039
P15118,postgresB,P05039
P15119,postgresC,P05040
P15120,postgresB,P05040
P15121,postgresA,P05040
P15122,postgresB,P05041
P15123,postgresA,P05041
P15124,postgresB,P05041
P15125,postgresB,P05042
P15126,postgresA,P05042
P15127,postgresA,P05042
P15128,postgresB,P05043
P15129,postgresC,P05043
P15130,postgresA,P05043
P15131,postgresB,P05044
P15132,postgresA,P05044
P15133,postgresB,P05044
P15134,postgresC,P05045
P15135,postgresC,P05045
P15136,postgresB,P05045
P15137,postgresC,P05046
P15138,postgresA,P05046
P15139,postgresB,P05046
P15140,postgresA,P05047
P15141,postgresC,P05047
P15142,postgresC,P05047
P15143,postgresB,P05048
P15144,postgresB,P05048
P15145,postgresB,P05048
P15146,postgresB,P05049
P15147,postgresA,P05049
P15148,postgresA,P05049
P15149,postgresC,P05050
P15150,postgresC,P05050
P15151,postgresA,P05050
P15152,postgresB,P05051
P15153,postgresB,P05051
P15154,postgresC,P05051
P15155,postgresA,P05052
P15156,postgresA,P05052
P15157,postgresC,P05052
P15158,postgresC,P05053
P15159,postgresA,P05053
P15160,postgresB,P05053
P15161,postgresC,P05054
P15162,postgresA,P05054
P15163,postgresB,P05054
P15164,postgresA,P05055
P15165,postgresC,P05055
P15166,postgresC,P05055
P15167,postgresA,P05056
P15168,postgresB,P05056
P15169,postgresB,P05056
P15170,postgresB,P05057
P15171,postgresA,P05057
P15172,postgresB,P05057
P15173,postgresC,P05058
P15174,postgresC,P05058
P15175,postgresB,P05058
P15176,postgresA,P05059
P15177,postgresB,P05059
P15178,postgresA,P05059
P15179,postgresA,P05060
P15180,postgresA,P05060
P15181,postgresC,P05060
P15182,postgresA,P05061
P15183,postgresC,P05061
P15184,postgresA,P05061
P15185,postgresC,P05062
P15186,postgresA,P05062
P15187,postgresC,P05062
P15188,postgresB,P05063
P15189,postgresB,P05063
P15190,postgresA,P05063
P15191,postgresB,P05064
P15192,postgresC,P05064
P15193,postgresA,P05064
P15194,postgresA,P05065
P15195,postgresB,P05065
P15196,postgresC,P05065
P15197,postgresA,P05066
P15198,postgresC,P05066
P15199,postgresA,P05066
P15200,postgresB,P05067
P15201,postgresC,P05067
P15202,postgresA,P05067
P15203,postgresA,P05068
P15204,postgresA,P05068
P15205,postgresC,P05068
P15206,postgresC,P05069
P15207,postgresC,P05069
P15208,postgresB,P05069
P15209,postgresB,P05070
P15210,postgresB,P05070
P15211,postgresB,P05070
P15212,postgresC,P05071
P15213,postgresA,P05071
P15214,postgresC,P05071
P15215,postgresC,P05072
P15216,postgresA,P05072
P15217,postgresC,P05072
P15218,postgresA,P05073
P15219,postgresC,P05073
P15220,postgresB,P05073
P15221,postgresA,P05074
P15222,postgresA,P05074
P15223,postgresC,P05074
P15224,postgresC,P05075
P15225,postgresC,P05075
P15226,postgresA,P05075
P15227,postgresA,P05076
P15228,postgresC,P05076
P15229,postgresB,P05076
P15230,postgresA,P05077
P15231,postgresC,P05077
P15232,postgresC,P05077
P15233,postgresA,P05078
P15234,postgresC,P05078
P15235,postgresA,P05078
P15236,postgresC,P05079
P15237,postgresB,P05079
P15238,postgresA,P05079
P15239,postgresA,P05080
P15240,postgresC,P05080
P15241,postgresC,P05080
P15242,postgresA,P05081
P15243,postgresB,P05081
P15244,postgresC,P05081
P15245,postgresB,P05082
P15246,postgresC,P05082
P15247,postgresB,P05082
P15248,postgresC,P05083
P15249,postgresB,P05083
P15250,postgresC,P05083
P15251,postgresC,P05084
P15252,postgresB,P05084
P15253,postgresC,P05084
P15254,postgresC,P05085
P15255,postgresA,P05085
P15256,postgresA,P05085
P15257,postgresA,P05086
P15258,postgresB,P05086
P15259,postgresC,P05086
P15260,postgresA,P05087
P15261,postgresA,P05087
P15262,postgresC,P05087
P15263,postgresA,P05088
P15264,postgresB,P05088
P15265,postgresB,P05088
P15266,postgresC,P05089
P15267,postgresB,P05089
P15268,postgresC,P05089
P15269,postgresA,P05090
P15270,postgresC,P05090
P15271,postgresB,P05090
P15272,postgresB,P05091
P15273,postgresA,P05091
P15274,postgresC,P05091
P15275,postgresA,P05092
P15276,postgresA,P05092
P15277,postgresC,P05092
P15278,postgresB,P05093
P15279,postgresA,P05093
P15280,postgresC,P05093
P15281,postgresB,P05094
P15282,postgresB,P05094
P15283,postgresC,P05094
P15284,postgresB,P05095
P15285,postgresB,P05095
P15286,postgresA,P05095
P15287,postgresB,P05096
P15288,postgresB,P05096
P15289,postgresA,P05096
P15290,postgresC,P05097
P15291,postgresB,P05097
P15292,postgresA,P05097
P15293,postgresC,P05098
P15294,postgresC,P05098
P15295,postgresA,P05098
P15296,postgresC,P05099
P15297,postgresC,P05099
P15298,postgresB,P05099
P15299,postgresC,P05100
P15300,postgresB,P05100
P15301,postgresB,P05100
P15302,postgresB,P05101
P15303,postgresC,P05101
P15304,postgresB,P05101
P15305,postgresB,P05102
P15306,postgresB,P05102
P15307,postgresC,P05102
P15308,postgresB,P05103
P15309,postgresA,P05103
P15310,postgresC,P05103
P15311,postgresB,P05104
P15312,postgresA,P05104
P15313,postgresC,P05104
P15314,postgresB,P05105
P15315,postgresA,P05105
P15316,postgresB,P05105
P15317,postgresB,P05106
P15318,postgresB,P05106
P15319,postgresA,P05106
P15320,postgresB,P05107
P15321,postgresC,P05107
P15322,postgresA,P05107
P15323,postgresB,P05108
P15324,postgresA,P05108
P15325,postgresA,P05108
P15326,postgresA,P05109
P15327,postgresA,P05109
P15328,postgresB,P05109
P15329,postgresA,P05110
P15330,postgresB,P05110
P15331,postgresB,P05110
P15332,postgresC,P05111
P15333,postgresC,P05111
P15334,postgresA,P05111
P15335,postgresA,P05112
P15336,postgresA,P05112
P15337,postgresB,P05112
P15338,postgresC,P05113
P15339,postgresC,P05113
P15340,postgresA,P05113
P15341,postgresC,P05114
P15342,postgresB,P05114
P15343,postgresB,P05114
P15344,postgresC,P05115
P15345,postgresC,P05115
P15346,postgresC,P05115
P15347,postgresB,P05116
P15348,postgresC,P05116
P15349,postgresB,P05116
P15350,postgresB,P05117
P15351,postgresB,P05117
P15352,postgresB,P05117
P15353,postgresC,P05118
P15354,postgresA,P05118
P15355,postgresB,P05118
P15356,postgresA,P05119
P15357,postgresA,P05119
P15358,postgresC,P05119
P15359,postgresC,P05120
P15360,postgresB,P05120
P15361,postgresA,P05120
P15362,postgresC,P05121
P15363,postgresA,P05121
P15364,postgresA,P05121
P15365,postgresB,P05122
P15366,postgresC,P05122
P15367,postgresC,P05122
P15368,postgresB,P05123
P15369,postgresA,P05123
P15370,postgresB,P05123
P15371,postgresC,P05124
P15372,postgresA,P05124
P15373,postgresB,P05124
P15374,postgresB,P05125
P15375,postgresC,P05125
P15376,postgresA,P05125
P15377,postgresA,P05126
P15378,postgresA,P05126
P15379,postgresA,P05126
P15380,postgresA,P05127
P15381,postgresB,P05127
P15382,postgresA,P05127
P15383,postgresA,P05128
P15384,postgresC,P05128
P15385,postgresA,P05128
P15386,postgresA,P05129
P15387,postgresA,P05129
P15388,postgresC,P05129
P15389,postgresC,P05130
P15390,postgresB,P05130
P15391,postgresB,P05130
P15392,postgresB,P05131
P15393,postgresC,P05131
P15394,postgresA,P05131
P15395,postgresB,P05132
P15396,postgresA,P05132
P15397,postgresA,P05132
P15398,postgresA,P05133
P15399,postgresA,P05133
P15400,postgresB,P05133
P15401,postgresC,P05134
P15402,postgresA,P05134
P15403,postgresA,P05134
P15404,postgresC,P05135
P15405,postgresA,P05135
P15406,postgresB,P05135
P15407,postgresB,P05136
P15408,postgresB,P05136
P15409,postgresA,P05136
P15410,postgresC,P05137
P15411,postgresA,P05137
P15412,postgresC,P05137
P15413,postgresA,P05138
P15414,postgresB,P05138
P15415,postgresB,P05138
P15416,postgresC,P05139
P15417,postgresB,P05139
P15418,postgresC,P05139
P15419,postgresC,P05140
P15420,postgresB,P05140
P15421,postgresC,P05140
P15422,postgresB,P05141
P15423,postgresB,P05141
P15424,postgresB,P05141
P15425,postgresB,P05142
P15426,postgresC,P05142
P15427,postgresC,P05142
P15428,postgresC,P05143
P15429,postgresB,P05143
P15430,postgresC,P05143
P15431,postgresA,P05144
P15432,postgresB,P05144
P15433,postgresB,P05144
P15434,postgresB,P05145
P15435,postgresC,P05145
P15436,postgresB,P05145
P15437,postgresA,P05146
P15438,postgresC,P05146
P15439,postgresC,P05146
P15440,postgresA,P05147
P15441,postgresC,P05147
P15442,postgresA,P05147
P15443,postgresB,P05148
P15444,postgresC,P05148
P15445,postgresB,P05148
P15446,postgresA,P05149
P15447,postgresB,P05149
P15448,postgresC,P05149
P15449,postgresA,P05150
P15450,postgresA,P05150
P15451,postgresB,P05150
P15452,postgresC,P05151
P15453,postgresC,P05151
P15454,postgresA,P05151
P15455,postgresC,P05152
P15456,postgresB,P05152
P15457,postgresA,P05152
P15458,postgresA,P05153
P15459,postgresC,P05153
P15460,postgresB,P05153
P15461,postgresB,P05154
P15462,postgresC,P05154
P15463,postgresC,P05154
P15464,postgresC,P05155
P15465,postgresB,P05155
P15466,postgresB,P05155
P15467,postgresB,P05156
P15468,postgresA,P05156
P15469,postgresC,P05156
P15470,postgresC,P05157
P15471,postgresC,P05157
P15472,postgresA,P05157
P15473,postgresC,P05158
P15474,postgresA,P05158
P15475,postgresB,P05158
P15476,postgresC,P05159
P15477,postgresB,P05159
P15478,postgresC,P05159
P15479,postgresB,P05160
P15480,postgresC,P05160
P15481,postgresC,P05160
P15482,postgresC,P05161
P15483,postgresC,P05161
P15484,postgresC,P05161
P15485,postgresC,P05162
P15486,postgresC,P05162
P15487,postgresB,P05162
P15488,postgresA,P05163
P15489,postgresA,P05163
P15490,postgresB,P05163
P15491,postgresC,P05164
P15492,postgresA,P05164
P15493,postgresC,P05164
P15494,postgresB,P05165
P15495,postgresC,P05165
P15496,postgresA,P05165
P15497,postgresB,P05166
P15498,postgresC,P05166
P15499,postgresC,P05166
P15500,postgresB,P05167
P15501,postgresA,P05167
P15502,postgresC,P05167
P15503,postgresB,P05168
P15504,postgresA,P05168
P15505,postgresA,P05168
P15506,postgresC,P05169
P15507,postgresC,P05169
P15508,postgresC,P05169
P15509,postgresB,P05170
P15510,postgresC,P05170
P15511,postgresB,P05170
P15512,postgresC,P05171
P15513,postgresB,P05171
P15514,postgresB,P05171
P15515,postgresA,P05172
P15516,postgresA,P05172
P15517,postgresA,P05172
P15518,postgresA,P05173
P15519,postgresA,P05173
P15520,postgresC,P05173
P15521,postgresB,P05174
P15522,postgresB,P05174
P15523,postgresB,P05174
P15524,postgresB,P05175
P15525,postgresB,P05175
P15526,postgresA,P05175
P15527,postgresC,P05176
P15528,postgresB,P05176
P15529,postgresC,P05176
P15530,postgresB,P05177
P15531,postgresB,P05177
P15532,postgresA,P05177
P15533,postgresA,P05178
P15534,postgresA,P05178
P15535,postgresC,P05178
P15536,postgresA,P05179
P15537,postgresB,P05179
P15538,postgresC,P05179
P15539,postgresA,P05180
P15540,postgresC,P05180
P15541,postgresB,P05180
P15542,postgresC,P05181
P15543,postgresB,P05181
P15544,postgresB,P05181
P15545,postgresA,P05182
P15546,postgresA,P05182
P15547,postgresC,P05182
P15548,postgresB,P05183
P15549,postgresA,P05183
P15550,postgresA,P05183
P15551,postgresC,P05184
P15552,postgresB,P05184
P15553,postgresB,P05184
P15554,postgresA,P05185
P15555,postgresB,P05185
P15556,postgresC,P05185
P15557,postgresC,P05186
P15558,postgresA,P05186
P15559,postgresA,P05186
P15560,postgresC,P05187
P15561,postgresB,P05187
P15562,postgresB,P05187
P15563,postgresB,P05188
P15564,postgresB,P05188
P15565,postgresA,P05188
P15566,postgresA,P05189
P15567,postgresC,P05189
P15568,postgresB,P05189
P15569,postgresC,P05190
P15570,postgresC,P05190
P15571,postgresB,P05190
P15572,postgresB,P05191
P15573,postgresA,P05191
P15574,postgresB,P05191
P15575,postgresB,P05192
P15576,postgresC,P05192
P15577,postgresA,P05192
P15578,postgresC,P05193
P15579,postgresA,P05193
P15580,postgresC,P05193
P15581,postgresA,P05194
P15582,postgresC,P05194
P15583,postgresA,P05194
P15584,postgresC,P05195
P15585,postgresB,P05195
P15586,postgresC,P05195
P15587,postgresC,P05196
P15588,postgresA,P05196
P15589,postgresB,P05196
P15590,postgresB,P05197
P15591,postgresC,P05197
P15592,postgresC,P05197
P15593,postgresA,P05198
P15594,postgresB,P05198
P15595,postgresB,P05198
P15596,postgresC,P05199
P15597,postgresC,P05199
P15598,postgresC,P05199
P15599,postgresC,P05200
P15600,postgresB,P05200
P15601,postgresB,P05200
P15602,postgresA,P05201
P15603,postgresA,P05201
P15604,postgresB,P05201
P15605,postgresA,P05202
P15606,postgresB,P05202
P15607,postgresB,P05202
P15608,postgresB,P05203
P15609,postgresA,P05203
P15610,postgresB,P05203
P15611,postgresB,P05204
P15612,postgresB,P05204
P15613,postgresC,P05204
P15614,postgresA,P05205
P15615,postgresA,P05205
P15616,postgresA,P05205
P15617,postgresC,P05206
P15618,postgresC,P05206
P15619,postgresC,P05206
P15620,postgresC,P05207
P15621,postgresA,P05207
P15622,postgresA,P05207
P15623,postgresC,P05208
P15624,postgresB,P05208
P15625,postgresA,P05208
P15626,postgresB,P05209
P15627,postgresB,P05209
P15628,postgresB,P05209
P15629,postgresB,P05210
P15630,postgresC,P05210
P15631,postgresA,P05210
P15632,postgresB,P05211
P15633,postgresB,P05211
P15634,postgresA,P05211
P15635,postgresA,P05212
P15636,postgresA,P05212
P15637,postgresB,P05212
P15638,postgresA,P05213
P15639,postgresA,P05213
P15640,postgresC,P05213
P15641,postgresC,P05214
P15642,postgresC,P05214
P15643,postgresA,P05214
P15644,postgresC,P05215
P15645,postgresC,P05215
P15646,postgresC,P05215
P15647,postgresC,P05216
P15648,postgresA,P05216
P15649,postgresB,P05216
P15650,postgresC,P05217
P15651,postgresA,P05217
P15652,postgresA,P05217
P15653,postgresB,P05218
P15654,postgresB,P05218
P15655,postgresB,P05218
P15656,postgresA,P05219
P15657,postgresA,P05219
P15658,postgresA,P05219
P15659,postgresA,P05220
P15660,postgresC,P05220
P15661,postgresA,P05220
P15662,postgresB,P05221
P15663,postgresB,P05221
P15664,postgresA,P05221
P15665,postgresA,P05222
P15666,postgresA,P05222
P15667,postgresB,P05222
P15668,postgresC,P05223
P15669,postgresC,P05223
P15670,postgresC,P05223
P15671,postgresB,P05224
P15672,postgresB,P05224
P15673,postgresC,P05224
P15674,postgresA,P05225
P15675,postgresB,P05225
P15676,postgresB,P05225
P15677,postgresB,P05226
P15678,postgresC,P05226
P15679,postgresA,P05226
P15680,postgresA,P05227
P15681,postgresB,P05227
P15682,postgresB,P05227
P15683,postgresA,P05228
P15684,postgresA,P05228
P15685,postgresC,P05228
P15686,postgresA,P05229
P15687,postgresC,P05229
P15688,postgresC,P05229
P15689,postgresA,P05230
P15690,postgresA,P05230
P15691,postgresB,P05230
P15692,postgresA,P05231
P15693,postgresC,P05231
P15694,postgresB,P05231
P15695,postgresC,P05232
P15696,postgresA,P05232
P15697,postgresC,P05232
P15698,postgresC,P05233
P15699,postgresB,P05233
P15700,postgresC,P05233
P15701,postgresA,P05234
P15702,postgresA,P05234
P15703,postgresA,P05234
P15704,postgresC,P05235
P15705,postgresC,P05235
P15706,postgresB,P05235
