partsid,datalink,parents_partsid
P04666,postgresC,P01555
P04667,postgresA,P01556
P04668,postgresA,P01556
P04669,postgresA,P01556
P04670,postgresB,P01557
P04671,postgresA,P01557
P04672,postgresC,P01557
P04673,postgresB,P01558
P04674,postgresA,P01558
P04675,postgresC,P01558
P04676,postgresC,P01559
P04677,postgresC,P01559
P04678,postgresA,P01559
P04679,postgresB,P01560
P04680,postgresB,P01560
P04681,postgresC,P01560
P04682,postgresC,P01561
P04683,postgresB,P01561
P04684,postgresC,P01561
P04685,postgresC,P01562
P04686,postgresC,P01562
P04687,postgresB,P01562
P04688,postgresC,P01563
P04689,postgresC,P01563
P04690,postgresC,P01563
P04691,postgresB,P01564
P04692,postgresB,P01564
P04693,postgresC,P01564
P04694,postgresB,P01565
P04695,postgresA,P01565
P04696,postgresA,P01565
P04697,postgresB,P01566
P04698,postgresB,P01566
P04699,postgresA,P01566
P04700,postgresA,P01567
P04701,postgresB,P01567
P04702,postgresB,P01567
P04703,postgresC,P01568
P04704,postgresC,P01568
P04705,postgresA,P01568
P04706,postgresC,P01569
P04707,postgresC,P01569
P04708,postgresC,P01569
P04709,postgresB,P01570
P04710,postgresC,P01570
P04711,postgresC,P01570
P04712,postgresC,P01571
P04713,postgresB,P01571
P04714,postgresB,P01571
P04715,postgresB,P01572
P04716,postgresA,P01572
P04717,postgresC,P01572
P04718,postgresB,P01573
P04719,postgresC,P01573
P04720,postgresC,P01573
P04721,postgresA,P01574
P04722,postgresA,P01574
P04723,postgresC,P01574
P04724,postgresA,P01575
P04725,postgresB,P01575
P04726,postgresC,P01575
P04727,postgresA,P01576
P04728,postgresC,P01576
P04729,postgresC,P01576
P04730,postgresC,P01577
P04731,postgresA,P01577
P04732,postgresA,P01577
P04733,postgresC,P01578
P04734,postgresC,P01578
P04735,postgresB,P01578
P04736,postgresA,P01579
P04737,postgresA,P01579
P04738,postgresB,P01579
P04739,postgresB,P01580
P04740,postgresB,P01580
P04741,postgresB,P01580
P04742,postgresC,P01581
P04743,postgresC,P01581
P04744,postgresB,P01581
P04745,postgresB,P01582
P04746,postgresA,P01582
P04747,postgresB,P01582
P04748,postgresB,P01583
P04749,postgresB,P01583
P04750,postgresB,P01583
P04751,postgresC,P01584
P04752,postgresC,P01584
P04753,postgresB,P01584
P04754,postgresC,P01585
P04755,postgresB,P01585
P04756,postgresB,P01585
P04757,postgresC,P01586
P04758,postgresC,P01586
P04759,postgresC,P01586
P04760,postgresA,P01587
P04761,postgresB,P01587
P04762,postgresC,P01587
P04763,postgresC,P01588
P04764,postgresC,P01588
P04765,postgresB,P01588
P04766,postgresC,P01589
P04767,postgresB,P01589
P04768,postgresA,P01589
P04769,postgresC,P01590
P04770,postgresC,P01590
P04771,postgresC,P01590
P04772,postgresA,P01591
P04773,postgresA,P01591
P04774,postgresB,P01591
P04775,postgresC,P01592
P04776,postgresB,P01592
P04777,postgresA,P01592
P04778,postgresC,P01593
P04779,postgresC,P01593
P04780,postgresC,P01593
P04781,postgresA,P01594
P04782,postgresA,P01594
P04783,postgresB,P01594
P04784,postgresA,P01595
P04785,postgresA,P01595
P04786,postgresA,P01595
P04787,postgresB,P01596
P04788,postgresA,P01596
P04789,postgresA,P01596
P04790,postgresC,P01597
P04791,postgresA,P01597
P04792,postgresA,P01597
P04793,postgresB,P01598
P04794,postgresA,P01598
P04795,postgresC,P01598
P04796,postgresB,P01599
P04797,postgresB,P01599
P04798,postgresC,P01599
P04799,postgresB,P01600
P04800,postgresA,P01600
P04801,postgresB,P01600
P04802,postgresA,P01601
P04803,postgresB,P01601
P04804,postgresB,P01601
P04805,postgresC,P01602
P04806,postgresB,P01602
P04807,postgresB,P01602
P04808,postgresB,P01603
P04809,postgresC,P01603
P04810,postgresB,P01603
P04811,postgresA,P01604
P04812,postgresB,P01604
P04813,postgresC,P01604
P04814,postgresA,P01605
P04815,postgresB,P01605
P04816,postgresA,P01605
P04817,postgresB,P01606
P04818,postgresC,P01606
P04819,postgresC,P01606
P04820,postgresC,P01607
P04821,postgresC,P01607
P04822,postgresC,P01607
P04823,postgresC,P01608
P04824,postgresB,P01608
P04825,postgresC,P01608
P04826,postgresB,P01609
P04827,postgresC,P01609
P04828,postgresA,P01609
P04829,postgresA,P01610
P04830,postgresA,P01610
P04831,postgresA,P01610
P04832,postgresB,P01611
P04833,postgresC,P01611
P04834,postgresB,P01611
P04835,postgresC,P01612
P04836,postgresB,P01612
P04837,postgresB,P01612
P04838,postgresA,P01613
P04839,postgresC,P01613
P04840,postgresA,P01613
P04841,postgresA,P01614
P04842,postgresA,P01614
P04843,postgresC,P01614
P04844,postgresC,P01615
P04845,postgresC,P01615
P04846,postgresC,P01615
P04847,postgresC,P01616
P04848,postgresA,P01616
P04849,postgresC,P01616
P04850,postgresC,P01617
P04851,postgresB,P01617
P04852,postgresC,P01617
P04853,postgresB,P01618
P04854,postgresB,P01618
P04855,postgresB,P01618
P04856,postgresC,P01619
P04857,postgresB,P01619
P04858,postgresA,P01619
P04859,postgresB,P01620
P04860,postgresC,P01620
P04861,postgresB,P01620
P04862,postgresB,P01621
P04863,postgresA,P01621
P04864,postgresA,P01621
P04865,postgresA,P01622
P04866,postgresA,P01622
P04867,postgresA,P01622
P04868,postgresC,P01623
P04869,postgresA,P01623
P04870,postgresA,P01623
P04871,postgresC,P01624
P04872,postgresA,P01624
P04873,postgresB,P01624
P04874,postgresC,P01625
P04875,postgresA,P01625
P04876,postgresA,P01625
P04877,postgresA,P01626
P04878,postgresB,P01626
P04879,postgresA,P01626
P04880,postgresB,P01627
P04881,postgresB,P01627
P04882,postgresC,P01627
P04883,postgresC,P01628
P04884,postgresB,P01628
P04885,postgresC,P01628
P04886,postgresA,P01629
P04887,postgresC,P01629
P04888,postgresC,P01629
P04889,postgresC,P01630
P04890,postgresC,P01630
P04891,postgresA,P01630
P04892,postgresA,P01631
P04893,postgresC,P01631
P04894,postgresC,P01631
P04895,postgresA,P01632
P04896,postgresA,P01632
P04897,postgresA,P01632
P04898,postgresB,P01633
P04899,postgresB,P01633
P04900,postgresC,P01633
P04901,postgresA,P01634
P04902,postgresC,P01634
P04903,postgresA,P01634
P04904,postgresA,P01635
P04905,postgresB,P01635
P04906,postgresB,P01635
P04907,postgresB,P01636
P04908,postgresC,P01636
P04909,postgresB,P01636
P04910,postgresC,P01637
P04911,postgresB,P01637
P04912,postgresA,P01637
P04913,postgresB,P01638
P04914,postgresC,P01638
P04915,postgresA,P01638
P04916,postgresB,P01639
P04917,postgresB,P01639
P04918,postgresA,P01639
P04919,postgresA,P01640
P04920,postgresC,P01640
P04921,postgresB,P01640
P04922,postgresB,P01641
P04923,postgresA,P01641
P04924,postgresB,P01641
P04925,postgresB,P01642
P04926,postgresA,P01642
P04927,postgresA,P01642
P04928,postgresC,P01643
P04929,postgresB,P01643
P04930,postgresB,P01643
P04931,postgresC,P01644
P04932,postgresA,P01644
P04933,postgresB,P01644
P04934,postgresA,P01645
P04935,postgresB,P01645
P04936,postgresC,P01645
P04937,postgresC,P01646
P04938,postgresC,P01646
P04939,postgresB,P01646
P04940,postgresC,P01647
P04941,postgresC,P01647
P04942,postgresB,P01647
P04943,postgresB,P01648
P04944,postgresB,P01648
P04945,postgresA,P01648
P04946,postgresA,P01649
P04947,postgresC,P01649
P04948,postgresA,P01649
P04949,postgresB,P01650
P04950,postgresC,P01650
P04951,postgresB,P01650
P04952,postgresA,P01651
P04953,postgresB,P01651
P04954,postgresC,P01651
P04955,postgresA,P01652
P04956,postgresA,P01652
P04957,postgresB,P01652
P04958,postgresC,P01653
P04959,postgresC,P01653
P04960,postgresA,P01653
P04961,postgresA,P01654
P04962,postgresC,P01654
P04963,postgresB,P01654
P04964,postgresA,P01655
P04965,postgresC,P01655
P04966,postgresB,P01655
P04967,postgresC,P01656
P04968,postgresB,P01656
P04969,postgresC,P01656
P04970,postgresB,P01657
P04971,postgresB,P01657
P04972,postgresB,P01657
P04973,postgresA,P01658
P04974,postgresA,P01658
P04975,postgresA,P01658
P04976,postgresA,P01659
P04977,postgresA,P01659
P04978,postgresB,P01659
P04979,postgresB,P01660
P04980,postgresB,P01660
P04981,postgresA,P01660
P04982,postgresB,P01661
P04983,postgresC,P01661
P04984,postgresA,P01661
P04985,postgresA,P01662
P04986,postgresB,P01662
P04987,postgresB,P01662
P04988,postgresC,P01663
P04989,postgresB,P01663
P04990,postgresC,P01663
P04991,postgresA,P01664
P04992,postgresB,P01664
P04993,postgresA,P01664
P04994,postgresA,P01665
P04995,postgresA,P01665
P04996,postgresC,P01665
P04997,postgresC,P01666
P04998,postgresB,P01666
P04999,postgresC,P01666
P05000,postgresB,P01667
P05001,postgresC,P01667
P05002,postgresB,P01667
P05003,postgresA,P01668
P05004,postgresB,P01668
P05005,postgresA,P01668
P05006,postgresB,P01669
P05007,postgresB,P01669
P05008,postgresB,P01669
P05009,postgresA,P01670
P05010,postgresB,P01670
P05011,postgresB,P01670
P05012,postgresB,P01671
P05013,postgresA,P01671
P05014,postgresC,P01671
P05015,postgresC,P01672
P05016,postgresB,P01672
P05017,postgresB,P01672
P05018,postgresB,P01673
P05019,postgresB,P01673
P05020,postgresB,P01673
P05021,postgresC,P01674
P05022,postgresB,P01674
P05023,postgresA,P01674
P05024,postgresB,P01675
P05025,postgresB,P01675
P05026,postgresA,P01675
P05027,postgresC,P01676
P05028,postgresA,P01676
P05029,postgresB,P01676
P05030,postgresC,P01677
P05031,postgresA,P01677
P05032,postgresB,P01677
P05033,postgresB,P01678
P05034,postgresC,P01678
P05035,postgresB,P01678
P05036,postgresB,P01679
P05037,postgresC,P01679
P05038,postgresA,P01679
P05039,postgresA,P01680
P05040,postgresA,P01680
P05041,postgresA,P01680
P05042,postgresA,P01681
P05043,postgresA,P01681
P05044,postgresB,P01681
P05045,postgresB,P01682
P05046,postgresA,P01682
P05047,postgresC,P01682
P05048,postgresC,P01683
P05049,postgresA,P01683
P05050,postgresB,P01683
P05051,postgresC,P01684
P05052,postgresA,P01684
P05053,postgresB,P01684
P05054,postgresA,P01685
P05055,postgresC,P01685
P05056,postgresA,P01685
P05057,postgresC,P01686
P05058,postgresB,P01686
P05059,postgresA,P01686
P05060,postgresA,P01687
P05061,postgresC,P01687
P05062,postgresA,P01687
P05063,postgresB,P01688
P05064,postgresB,P01688
P05065,postgresA,P01688
P05066,postgresA,P01689
P05067,postgresC,P01689
P05068,postgresA,P01689
P05069,postgresC,P01690
P05070,postgresC,P01690
P05071,postgresB,P01690
P05072,postgresB,P01691
P05073,postgresC,P01691
P05074,postgresB,P01691
P05075,postgresB,P01692
P05076,postgresA,P01692
P05077,postgresB,P01692
P05078,postgresA,P01693
P05079,postgresA,P01693
P05080,postgresC,P01693
P05081,postgresB,P01694
P05082,postgresC,P01694
P05083,postgresA,P01694
P05084,postgresB,P01695
P05085,postgresA,P01695
P05086,postgresA,P01695
P05087,postgresB,P01696
P05088,postgresA,P01696
P05089,postgresA,P01696
P05090,postgresA,P01697
P05091,postgresA,P01697
P05092,postgresA,P01697
P05093,postgresB,P01698
P05094,postgresA,P01698
P05095,postgresA,P01698
P05096,postgresC,P01699
P05097,postgresB,P01699
P05098,postgresB,P01699
P05099,postgresA,P01700
P05100,postgresC,P01700
P05101,postgresA,P01700
P05102,postgresB,P01701
P05103,postgresB,P01701
P05104,postgresC,P01701
P05105,postgresB,P01702
P05106,postgresB,P01702
P05107,postgresA,P01702
P05108,postgresA,P01703
P05109,postgresC,P01703
P05110,postgresB,P01703
P05111,postgresA,P01704
P05112,postgresB,P01704
P05113,postgresB,P01704
P05114,postgresB,P01705
P05115,postgresB,P01705
P05116,postgresA,P01705
P05117,postgresC,P01706
P05118,postgresB,P01706
P05119,postgresB,P01706
P05120,postgresB,P01707
P05121,postgresB,P01707
P05122,postgresA,P01707
P05123,postgresB,P01708
P05124,postgresA,P01708
P05125,postgresC,P01708
P05126,postgresB,P01709
P05127,postgresA,P01709
P05128,postgresA,P01709
P05129,postgresC,P01710
P05130,postgresA,P01710
P05131,postgresA,P01710
P05132,postgresB,P01711
P05133,postgresA,P01711
P05134,postgresC,P01711
P05135,postgresC,P01712
P05136,postgresB,P01712
P05137,postgresB,P01712
P05138,postgresB,P01713
P05139,postgresA,P01713
P05140,postgresB,P01713
P05141,postgresB,P01714
P05142,postgresC,P01714
P05143,postgresA,P01714
P05144,postgresB,P01715
P05145,postgresB,P01715
P05146,postgresB,P01715
P05147,postgresC,P01716
P05148,postgresA,P01716
P05149,postgresC,P01716
P05150,postgresC,P01717
P05151,postgresC,P01717
P05152,postgresC,P01717
P05153,postgresA,P01718
P05154,postgresB,P01718
P05155,postgresC,P01718
P05156,postgresC,P01719
P05157,postgresA,P01719
P05158,postgresB,P01719
P05159,postgresC,P01720
P05160,postgresA,P01720
P05161,postgresC,P01720
P05162,postgresB,P01721
P05163,postgresA,P01721
P05164,postgresA,P01721
P05165,postgresB,P01722
P05166,postgresB,P01722
P05167,postgresA,P01722
P05168,postgresA,P01723
P05169,postgresC,P01723
P05170,postgresA,P01723
P05171,postgresB,P01724
P05172,postgresA,P01724
P05173,postgresA,P01724
P05174,postgresA,P01725
P05175,postgresA,P01725
P05176,postgresB,P01725
P05177,postgresA,P01726
P05178,postgresA,P01726
P05179,postgresB,P01726
P05180,postgresC,P01727
P05181,postgresA,P01727
P05182,postgresB,P01727
P05183,postgresA,P01728
P05184,postgresC,P01728
P05185,postgresA,P01728
P05186,postgresA,P01729
P05187,postgresC,P01729
P05188,postgresA,P01729
P05189,postgresB,P01730
P05190,postgresB,P01730
P05191,postgresB,P01730
P05192,postgresA,P01731
P05193,postgresB,P01731
P05194,postgresB,P01731
P05195,postgresC,P01732
P05196,postgresB,P01732
P05197,postgresA,P01732
P05198,postgresC,P01733
P05199,postgresC,P01733
P05200,postgresA,P01733
P05201,postgresB,P01734
P05202,postgresA,P01734
P05203,postgresB,P01734
P05204,postgresC,P01735
P05205,postgresB,P01735
P05206,postgresC,P01735
P05207,postgresC,P01736
P05208,postgresC,P01736
P05209,postgresC,P01736
P05210,postgresA,P01737
P05211,postgresA,P01737
P05212,postgresC,P01737
P05213,postgresB,P01738
P05214,postgresA,P01738
P05215,postgresB,P01738
P05216,postgresC,P01739
P05217,postgresA,P01739
P05218,postgresC,P01739
P05219,postgresB,P01740
P05220,postgresC,P01740
P05221,postgresC,P01740
P05222,postgresC,P01741
P05223,postgresC,P01741
P05224,postgresA,P01741
P05225,postgresA,P01742
P05226,postgresA,P01742
P05227,postgresC,P01742
P05228,postgresB,P01743
P05229,postgresC,P01743
P05230,postgresB,P01743
P05231,postgresB,P01744
P05232,postgresA,P01744
P05233,postgresA,P01744
P05234,postgresB,P01745
P05235,postgresB,P01745
P05236,postgresB,P01745
P05237,postgresB,P01746
P05238,postgresB,P01746
P05239,postgresB,P01746
P05240,postgresC,P01747
P05241,postgresB,P01747
P05242,postgresB,P01747
P05243,postgresB,P01748
P05244,postgresB,P01748
P05245,postgresA,P01748
P05246,postgresB,P01749
P05247,postgresB,P01749
P05248,postgresC,P01749
P05249,postgresB,P01750
P05250,postgresB,P01750
P05251,postgresA,P01750
P05252,postgresB,P01751
P05253,postgresA,P01751
P05254,postgresC,P01751
P05255,postgresA,P01752
P05256,postgresC,P01752
P05257,postgresC,P01752
P05258,postgresA,P01753
P05259,postgresA,P01753
P05260,postgresC,P01753
P05261,postgresB,P01754
P05262,postgresA,P01754
P05263,postgresA,P01754
P05264,postgresA,P01755
P05265,postgresC,P01755
P05266,postgresB,P01755
P05267,postgresC,P01756
P05268,postgresB,P01756
P05269,postgresB,P01756
P05270,postgresB,P01757
P05271,postgresB,P01757
P05272,postgresA,P01757
P05273,postgresC,P01758
P05274,postgresB,P01758
P05275,postgresC,P01758
P05276,postgresC,P01759
P05277,postgresC,P01759
P05278,postgresB,P01759
P05279,postgresA,P01760
P05280,postgresC,P01760
P05281,postgresA,P01760
P05282,postgresC,P01761
P05283,postgresB,P01761
P05284,postgresC,P01761
P05285,postgresA,P01762
P05286,postgresA,P01762
P05287,postgresB,P01762
P05288,postgresC,P01763
P05289,postgresC,P01763
P05290,postgresC,P01763
P05291,postgresB,P01764
P05292,postgresA,P01764
P05293,postgresC,P01764
P05294,postgresA,P01765
P05295,postgresB,P01765
P05296,postgresA,P01765
P05297,postgresA,P01766
P05298,postgresA,P01766
P05299,postgresA,P01766
P05300,postgresC,P01767
P05301,postgresB,P01767
P05302,postgresB,P01767
P05303,postgresC,P01768
P05304,postgresC,P01768
P05305,postgresA,P01768
P05306,postgresC,P01769
P05307,postgresC,P01769
P05308,postgresC,P01769
P05309,postgresA,P01770
P05310,postgresC,P01770
P05311,postgresA,P01770
P05312,postgresC,P01771
P05313,postgresC,P01771
P05314,postgresC,P01771
P05315,postgresA,P01772
P05316,postgresC,P01772
P05317,postgresA,P01772
P05318,postgresB,P01773
P05319,postgresB,P01773
P05320,postgresB,P01773
P05321,postgresB,P01774
P05322,postgresA,P01774
P05323,postgresA,P01774
P05324,postgresA,P01775
P05325,postgresA,P01775
P05326,postgresA,P01775
P05327,postgresA,P01776
P05328,postgresA,P01776
P05329,postgresA,P01776
P05330,postgresC,P01777
P05331,postgresC,P01777
P05332,postgresA,P01777
P05333,postgresB,P01778
P05334,postgresC,P01778
P05335,postgresB,P01778
P05336,postgresB,P01779
P05337,postgresB,P01779
P05338,postgresC,P01779
P05339,postgresC,P01780
P05340,postgresB,P01780
P05341,postgresC,P01780
P05342,postgresC,P01781
P05343,postgresA,P01781
P05344,postgresC,P01781
P05345,postgresB,P01782
P05346,postgresA,P01782
P05347,postgresB,P01782
P05348,postgresC,P01783
P05349,postgresA,P01783
P05350,postgresC,P01783
P05351,postgresA,P01784
P05352,postgresB,P01784
P05353,postgresA,P01784
P05354,postgresA,P01785
P05355,postgresA,P01785
P05356,postgresA,P01785
P05357,postgresA,P01786
P05358,postgresB,P01786
P05359,postgresA,P01786
P05360,postgresB,P01787
P05361,postgresC,P01787
P05362,postgresC,P01787
P05363,postgresB,P01788
P05364,postgresB,P01788
P05365,postgresA,P01788
P05366,postgresB,P01789
P05367,postgresA,P01789
P05368,postgresB,P01789
P05369,postgresB,P01790
P05370,postgresC,P01790
P05371,postgresB,P01790
P05372,postgresB,P01791
P05373,postgresC,P01791
P05374,postgresB,P01791
P05375,postgresC,P01792
P05376,postgresA,P01792
P05377,postgresC,P01792
P05378,postgresC,P01793
P05379,postgresB,P01793
P05380,postgresA,P01793
P05381,postgresB,P01794
P05382,postgresB,P01794
P05383,postgresC,P01794
P05384,postgresA,P01795
P05385,postgresA,P01795
P05386,postgresC,P01795
P05387,postgresB,P01796
P05388,postgresC,P01796
P05389,postgresC,P01796
P05390,postgresA,P01797
P05391,postgresB,P01797
P05392,postgresC,P01797
P05393,postgresB,P01798
P05394,postgresC,P01798
P05395,postgresC,P01798
P05396,postgresB,P01799
P05397,postgresA,P01799
P05398,postgresB,P01799
P05399,postgresB,P01800
P05400,postgresB,P01800
P05401,postgresB,P01800
P05402,postgresB,P01801
P05403,postgresB,P01801
P05404,postgresA,P01801
P05405,postgresC,P01802
P05406,postgresC,P01802
P05407,postgresC,P01802
P05408,postgresA,P01803
P05409,postgresB,P01803
P05410,postgresB,P01803
P05411,postgresA,P01804
P05412,postgresA,P01804
P05413,postgresC,P01804
P05414,postgresB,P01805
P05415,postgresC,P01805
P05416,postgresA,P01805
P05417,postgresA,P01806
P05418,postgresA,P01806
P05419,postgresB,P01806
P05420,postgresC,P01807
P05421,postgresB,P01807
P05422,postgresA,P01807
P05423,postgresA,P01808
P05424,postgresB,P01808
P05425,postgresB,P01808
P05426,postgresA,P01809
P05427,postgresB,P01809
P05428,postgresB,P01809
P05429,postgresC,P01810
P05430,postgresA,P01810
P05431,postgresC,P01810
P05432,postgresA,P01811
P05433,postgresA,P01811
P05434,postgresC,P01811
P05435,postgresC,P01812
P05436,postgresC,P01812
P05437,postgresC,P01812
P05438,postgresC,P01813
P05439,postgresC,P01813
P05440,postgresA,P01813
P05441,postgresA,P01814
P05442,postgresB,P01814
P05443,postgresA,P01814
P05444,postgresA,P01815
P05445,postgresC,P01815
P05446,postgresB,P01815
P05447,postgresC,P01816
P05448,postgresC,P01816
P05449,postgresB,P01816
P05450,postgresA,P01817
P05451,postgresB,P01817
P05452,postgresB,P01817
P05453,postgresA,P01818
P05454,postgresC,P01818
P05455,postgresC,P01818
P05456,postgresC,P01819
P05457,postgresB,P01819
P05458,postgresC,P01819
P05459,postgresB,P01820
P05460,postgresC,P01820
P05461,postgresB,P01820
P05462,postgresA,P01821
P05463,postgresB,P01821
P05464,postgresC,P01821
P05465,postgresB,P01822
P05466,postgresA,P01822
P05467,postgresC,P01822
P05468,postgresA,P01823
P05469,postgresA,P01823
P05470,postgresC,P01823
P05471,postgresC,P01824
P05472,postgresC,P01824
P05473,postgresB,P01824
P05474,postgresC,P01825
P05475,postgresC,P01825
P05476,postgresA,P01825
P05477,postgresB,P01826
P05478,postgresB,P01826
P05479,postgresA,P01826
P05480,postgresC,P01827
P05481,postgresB,P01827
P05482,postgresC,P01827
P05483,postgresC,P01828
P05484,postgresB,P01828
P05485,postgresA,P01828
P05486,postgresC,P01829
P05487,postgresC,P01829
P05488,postgresB,P01829
P05489,postgresB,P01830
P05490,postgresB,P01830
P05491,postgresC,P01830
P05492,postgresB,P01831
P05493,postgresC,P01831
P05494,postgresB,P01831
P05495,postgresC,P01832
P05496,postgresA,P01832
P05497,postgresB,P01832
P05498,postgresA,P01833
P05499,postgresC,P01833
P05500,postgresC,P01833
P05501,postgresA,P01834
P05502,postgresB,P01834
P05503,postgresB,P01834
P05504,postgresA,P01835
P05505,postgresB,P01835
P05506,postgresB,P01835
P05507,postgresA,P01836
P05508,postgresA,P01836
P05509,postgresC,P01836
P05510,postgresC,P01837
P05511,postgresA,P01837
P05512,postgresC,P01837
P05513,postgresA,P01838
P05514,postgresB,P01838
P05515,postgresA,P01838
P05516,postgresB,P01839
P05517,postgresA,P01839
P05518,postgresA,P01839
P05519,postgresC,P01840
P05520,postgresB,P01840
P05521,postgresC,P01840
P05522,postgresB,P01841
P05523,postgresB,P01841
P05524,postgresA,P01841
P05525,postgresA,P01842
P05526,postgresC,P01842
P05527,postgresC,P01842
P05528,postgresC,P01843
P05529,postgresB,P01843
P05530,postgresC,P01843
P05531,postgresA,P01844
P05532,postgresB,P01844
P05533,postgresA,P01844
P05534,postgresC,P01845
P05535,postgresC,P01845
P05536,postgresB,P01845
P05537,postgresB,P01846
P05538,postgresC,P01846
P05539,postgresC,P01846
P05540,postgresC,P01847
P05541,postgresB,P01847
P05542,postgresC,P01847
P05543,postgresC,P01848
P05544,postgresC,P01848
P05545,postgresA,P01848
P05546,postgresC,P01849
P05547,postgresB,P01849
P05548,postgresA,P01849
P05549,postgresA,P01850
P05550,postgresB,P01850
P05551,postgresA,P01850
P05552,postgresC,P01851
P05553,postgresA,P01851
P05554,postgresA,P01851
P05555,postgresB,P01852
P05556,postgresC,P01852
P05557,postgresC,P01852
P05558,postgresB,P01853
P05559,postgresB,P01853
P05560,postgresB,P01853
P05561,postgresA,P01854
P05562,postgresC,P01854
P05563,postgresA,P01854
P05564,postgresB,P01855
P05565,postgresC,P01855
P05566,postgresA,P01855
P05567,postgresC,P01856
P05568,postgresB,P01856
P05569,postgresA,P01856
P05570,postgresC,P01857
P05571,postgresC,P01857
P05572,postgresC,P01857
P05573,postgresA,P01858
P05574,postgresA,P01858
P05575,postgresB,P01858
P05576,postgresA,P01859
P05577,postgresB,P01859
P05578,postgresA,P01859
P05579,postgresC,P01860
P05580,postgresA,P01860
P05581,postgresA,P01860
P05582,postgresB,P01861
P05583,postgresC,P01861
P05584,postgresB,P01861
P05585,postgresC,P01862
P05586,postgresC,P01862
P05587,postgresA,P01862
P05588,postgresB,P01863
P05589,postgresA,P01863
P05590,postgresA,P01863
P05591,postgresA,P01864
P05592,postgresA,P01864
P05593,postgresA,P01864
P05594,postgresA,P01865
P05595,postgresC,P01865
P05596,postgresB,P01865
P05597,postgresC,P01866
P05598,postgresB,P01866
P05599,postgresC,P01866
P05600,postgresC,P01867
P05601,postgresB,P01867
P05602,postgresB,P01867
P05603,postgresC,P01868
P05604,postgresC,P01868
P05605,postgresA,P01868
P05606,postgresC,P01869
P05607,postgresB,P01869
P05608,postgresC,P01869
P05609,postgresC,P01870
P05610,postgresA,P01870
P05611,postgresB,P01870
P05612,postgresA,P01871
P05613,postgresB,P01871
P05614,postgresA,P01871
P05615,postgresB,P01872
P05616,postgresA,P01872
P05617,postgresC,P01872
P05618,postgresB,P01873
P05619,postgresB,P01873
P05620,postgresA,P01873
P05621,postgresB,P01874
P05622,postgresB,P01874
P05623,postgresA,P01874
P05624,postgresC,P01875
P05625,postgresC,P01875
P05626,postgresB,P01875
P05627,postgresC,P01876
P05628,postgresC,P01876
P05629,postgresC,P01876
P05630,postgresB,P01877
P05631,postgresA,P01877
P05632,postgresA,P01877
P05633,postgresB,P01878
P05634,postgresC,P01878
P05635,postgresB,P01878
P05636,postgresC,P01879
P05637,postgresC,P01879
P05638,postgresA,P01879
P05639,postgresA,P01880
P05640,postgresC,P01880
P05641,postgresB,P01880
P05642,postgresA,P01881
P05643,postgresB,P01881
P05644,postgresC,P01881
P05645,postgresC,P01882
P05646,postgresB,P01882
P05647,postgresB,P01882
P05648,postgresA,P01883
P05649,postgresB,P01883
P05650,postgresB,P01883
P05651,postgresA,P01884
P05652,postgresA,P01884
P05653,postgresB,P01884
P05654,postgresC,P01885
P05655,postgresC,P01885
P05656,postgresA,P01885
P05657,postgresC,P01886
P05658,postgresB,P01886
P05659,postgresA,P01886
P05660,postgresA,P01887
P05661,postgresB,P01887
P05662,postgresB,P01887
P05663,postgresB,P01888
P05664,postgresC,P01888
P05665,postgresA,P01888
P05666,postgresA,P01889
P05667,postgresB,P01889
P05668,postgresB,P01889
P05669,postgresB,P01890
P05670,postgresC,P01890
P05671,postgresC,P01890
P05672,postgresB,P01891
P05673,postgresB,P01891
P05674,postgresA,P01891
P05675,postgresA,P01892
P05676,postgresB,P01892
P05677,postgresC,P01892
P05678,postgresB,P01893
P05679,postgresA,P01893
P05680,postgresA,P01893
P05681,postgresB,P01894
P05682,postgresB,P01894
P05683,postgresC,P01894
P05684,postgresA,P01895
P05685,postgresB,P01895
P05686,postgresB,P01895
P05687,postgresA,P01896
P05688,postgresB,P01896
P05689,postgresC,P01896
P05690,postgresA,P01897
P05691,postgresC,P01897
P05692,postgresC,P01897
P05693,postgresA,P01898
P05694,postgresC,P01898
P05695,postgresA,P01898
P05696,postgresC,P01899
P05697,postgresA,P01899
P05698,postgresA,P01899
P05699,postgresA,P01900
P05700,postgresA,P01900
P05701,postgresC,P01900
P05702,postgresA,P01901
P05703,postgresB,P01901
P05704,postgresC,P01901
P05705,postgresB,P01902
P05706,postgresC,P01902
P05707,postgresC,P01902
P05708,postgresC,P01903
P05709,postgresA,P01903
P05710,postgresB,P01903
P05711,postgresB,P01904
P05712,postgresA,P01904
P05713,postgresB,P01904
P05714,postgresA,P01905
P05715,postgresA,P01905
P05716,postgresA,P01905
P05717,postgresA,P01906
P05718,postgresA,P01906
P05719,postgresC,P01906
P05720,postgresB,P01907
P05721,postgresA,P01907
P05722,postgresA,P01907
P05723,postgresA,P01908
P05724,postgresC,P01908
P05725,postgresC,P01908
P05726,postgresA,P01909
P05727,postgresA,P01909
P05728,postgresA,P01909
P05729,postgresB,P01910
P05730,postgresB,P01910
P05731,postgresC,P01910
P05732,postgresB,P01911
P05733,postgresB,P01911
P05734,postgresB,P01911
P05735,postgresA,P01912
P05736,postgresC,P01912
P05737,postgresC,P01912
P05738,postgresB,P01913
P05739,postgresB,P01913
P05740,postgresB,P01913
