partsid,datalink,cfp,parents_partsid,totalcfp
P05433,postgresA,5.38,P01811,5.38
P05434,postgresC,2.787,P01811,2.787
P05435,postgresC,8.46,P01812,8.46
P05436,postgresC,4.738,P01812,4.738
P05437,postgresC,1.701,P01812,1.701
P05438,postgresC,1.751,P01813,1.751
P05439,postgresC,3.289,P01813,3.289
P05440,postgresA,6.43,P01813,6.43
P05441,postgresA,0.015,P01814,0.015
P05442,postgresB,2.004,P01814,2.004
P05443,postgresA,1.424,P01814,1.424
P05444,postgresA,1.87,P01815,1.87
P05445,postgresC,9.031,P01815,9.031
P05446,postgresB,0.502,P01815,0.502
P05447,postgresC,2.571,P01816,2.571
P05448,postgresC,2.901,P01816,2.901
P05449,postgresB,7.205,P01816,7.205
P05450,postgresA,6.872,P01817,6.872
P05451,postgresB,6.271,P01817,6.271
P05452,postgresB,4.227,P01817,4.227
P05453,postgresA,2.064,P01818,2.064
P05454,postgresC,4.757,P01818,4.757
P05455,postgresC,8.144,P01818,8.144
P05456,postgresC,2.64,P01819,2.64
P05457,postgresB,9.368,P01819,9.368
P05458,postgresC,6.899,P01819,6.899
P05459,postgresB,5.16,P01820,5.16
P05460,postgresC,4.535,P01820,4.535
P05461,postgresB,6.25,P01820,6.25
P05462,postgresA,2.186,P01821,2.186
P05463,postgresB,1.57,P01821,1.57
P05464,postgresC,6.63,P01821,6.63
P05465,postgresB,2.551,P01822,2.551
P05466,postgresA,6.795,P01822,6.795
P05467,postgresC,8.895,P01822,8.895
P05468,postgresA,9.523,P01823,9.523
P05469,postgresA,5.673,P01823,5.673
P05470,postgresC,9.303,P01823,9.303
P05471,postgresC,4.828,P01824,4.828
P05472,postgresC,6.309,P01824,6.309
P05473,postgresB,6.208,P01824,6.208
P05474,postgresC,0.799,P01825,0.799
P05475,postgresC,0.488,P01825,0.488
P05476,postgresA,7.623,P01825,7.623
P05477,postgresB,7.818,P01826,7.818
P05478,postgresB,0.816,P01826,0.816
P05479,postgresA,1.532,P01826,1.532
P05480,postgresC,7.409,P01827,7.409
P05481,postgresB,4.828,P01827,4.828
P05482,postgresC,8.072,P01827,8.072
P05483,postgresC,6.248,P01828,6.248
P05484,postgresB,4.463,P01828,4.463
P05485,postgresA,9.891,P01828,9.891
P05486,postgresC,4.268,P01829,4.268
P05487,postgresC,6.891,P01829,6.891
P05488,postgresB,7.263,P01829,7.263
P05489,postgresB,8.932,P01830,8.932
P05490,postgresB,7.561,P01830,7.561
P05491,postgresC,9.449,P01830,9.449
P05492,postgresB,4.102,P01831,4.102
P05493,postgresC,0.875,P01831,0.875
P05494,postgresB,0.875,P01831,0.875
P05495,postgresC,8.726,P01832,8.726
P05496,postgresA,4.024,P01832,4.024
P05497,postgresB,3.065,P01832,3.065
P05498,postgresA,4.905,P01833,4.905
P05499,postgresC,6.891,P01833,6.891
P05500,postgresC,5.864,P01833,5.864
P05501,postgresA,5.909,P01834,5.909
P05502,postgresB,3.444,P01834,3.444
P05503,postgresB,9.286,P01834,9.286
P05504,postgresA,2.673,P01835,2.673
P05505,postgresB,2.555,P01835,2.555
P05506,postgresB,2.123,P01835,2.123
P05507,postgresA,4.305,P01836,4.305
P05508,postgresA,6.559,P01836,6.559
P05509,postgresC,1.162,P01836,1.162
P05510,postgresC,6.38,P01837,6.38
P05511,postgresA,0.91,P01837,0.91
P05512,postgresC,8.491,P01837,8.491
P05513,postgresA,2.207,P01838,2.207
P05514,postgresB,3.553,P01838,3.553
P05515,postgresA,6.065,P01838,6.065
P05516,postgresB,0.253,P01839,0.253
P05517,postgresA,2.025,P01839,2.025
P05518,postgresA,4.221,P01839,4.221
P05519,postgresC,8.336,P01840,8.336
P05520,postgresB,0.845,P01840,0.845
P05521,postgresC,8.483,P01840,8.483
P05522,postgresB,3.129,P01841,3.129
P05523,postgresB,8.957,P01841,8.957
P05524,postgresA,9.994,P01841,9.994
P05525,postgresA,2.809,P01842,2.809
P05526,postgresC,4.02,P01842,4.02
P05527,postgresC,8.552,P01842,8.552
P05528,postgresC,7.341,P01843,7.341
P05529,postgresB,2.974,P01843,2.974
P05530,postgresC,6.896,P01843,6.896
P05531,postgresA,7.946,P01844,7.946
P05532,postgresB,0.44,P01844,0.44
P05533,postgresA,9.576,P01844,9.576
P05534,postgresC,9.289,P01845,9.289
P05535,postgresC,6.804,P01845,6.804
P05536,postgresB,2.343,P01845,2.343
P05537,postgresB,5.105,P01846,5.105
P05538,postgresC,6.476,P01846,6.476
P05539,postgresC,0.03,P01846,0.03
P05540,postgresC,5.908,P01847,5.908
P05541,postgresB,5.025,P01847,5.025
P05542,postgresC,9.694,P01847,9.694
P05543,postgresC,3.907,P01848,3.907
P05544,postgresC,6.722,P01848,6.722
P05545,postgresA,7.746,P01848,7.746
P05546,postgresC,6.521,P01849,6.521
P05547,postgresB,1.424,P01849,1.424
P05548,postgresA,9.8,P01849,9.8
P05549,postgresA,0.273,P01850,0.273
P05550,postgresB,1.963,P01850,1.963
P05551,postgresA,9.61,P01850,9.61
P05552,postgresC,4.377,P01851,4.377
P05553,postgresA,8.886,P01851,8.886
P05554,postgresA,2.568,P01851,2.568
P05555,postgresB,4.107,P01852,4.107
P05556,postgresC,3.937,P01852,3.937
P05557,postgresC,9.848,P01852,9.848
P05558,postgresB,1.926,P01853,1.926
P05559,postgresB,7.154,P01853,7.154
P05560,postgresB,0.287,P01853,0.287
P05561,postgresA,5.355,P01854,5.355
P05562,postgresC,9.843,P01854,9.843
P05563,postgresA,2.682,P01854,2.682
P05564,postgresB,2.43,P01855,2.43
P05565,postgresC,3.125,P01855,3.125
P05566,postgresA,0.83,P01855,0.83
P05567,postgresC,4.125,P01856,4.125
P05568,postgresB,9.024,P01856,9.024
P05569,postgresA,8.515,P01856,8.515
P05570,postgresC,4.176,P01857,4.176
P05571,postgresC,4.065,P01857,4.065
P05572,postgresC,5.049,P01857,5.049
P05573,postgresA,8.972,P01858,8.972
P05574,postgresA,3.081,P01858,3.081
P05575,postgresB,1.013,P01858,1.013
P05576,postgresA,4.083,P01859,4.083
P05577,postgresB,1.506,P01859,1.506
P05578,postgresA,3.699,P01859,3.699
P05579,postgresC,7.417,P01860,7.417
P05580,postgresA,0.907,P01860,0.907
P05581,postgresA,6.036,P01860,6.036
P05582,postgresB,8.781,P01861,8.781
P05583,postgresC,6.212,P01861,6.212
P05584,postgresB,4.323,P01861,4.323
P05585,postgresC,9.165,P01862,9.165
P05586,postgresC,8.808,P01862,8.808
P05587,postgresA,9.172,P01862,9.172
P05588,postgresB,8.672,P01863,8.672
P05589,postgresA,3.781,P01863,3.781
P05590,postgresA,8.802,P01863,8.802
P05591,postgresA,3.986,P01864,3.986
P05592,postgresA,2.692,P01864,2.692
P05593,postgresA,9.614,P01864,9.614
P05594,postgresA,6.857,P01865,6.857
P05595,postgresC,3.024,P01865,3.024
P05596,postgresB,8.541,P01865,8.541
P05597,postgresC,0.714,P01866,0.714
P05598,postgresB,0.305,P01866,0.305
P05599,postgresC,6.814,P01866,6.814
P05600,postgresC,0.4,P01867,0.4
P05601,postgresB,1.778,P01867,1.778
P05602,postgresB,4.925,P01867,4.925
P05603,postgresC,3.8,P01868,3.8
P05604,postgresC,3.552,P01868,3.552
P05605,postgresA,7.803,P01868,7.803
P05606,postgresC,7.279,P01869,7.279
P05607,postgresB,1.011,P01869,1.011
P05608,postgresC,1.799,P01869,1.799
P05609,postgresC,5.191,P01870,5.191
P05610,postgresA,2.511,P01870,2.511
P05611,postgresB,1.263,P01870,1.263
P05612,postgresA,1.278,P01871,1.278
P05613,postgresB,8.877,P01871,8.877
P05614,postgresA,9.268,P01871,9.268
P05615,postgresB,0.215,P01872,0.215
P05616,postgresA,3.346,P01872,3.346
P05617,postgresC,0.805,P01872,0.805
P05618,postgresB,7.866,P01873,7.866
P05619,postgresB,8.805,P01873,8.805
P05620,postgresA,6.834,P01873,6.834
P05621,postgresB,9.095,P01874,9.095
P05622,postgresB,3.402,P01874,3.402
P05623,postgresA,9.487,P01874,9.487
P05624,postgresC,0.53,P01875,0.53
P05625,postgresC,4.345,P01875,4.345
P05626,postgresB,3.116,P01875,3.116
P05627,postgresC,9.448,P01876,9.448
P05628,postgresC,9.105,P01876,9.105
P05629,postgresC,6.901,P01876,6.901
P05630,postgresB,5.563,P01877,5.563
P05631,postgresA,6.087,P01877,6.087
P05632,postgresA,1.974,P01877,1.974
P05633,postgresB,7.572,P01878,7.572
P05634,postgresC,5.125,P01878,5.125
P05635,postgresB,4.383,P01878,4.383
P05636,postgresC,4.989,P01879,4.989
P05637,postgresC,3.303,P01879,3.303
P05638,postgresA,5.119,P01879,5.119
P05639,postgresA,8.515,P01880,8.515
P05640,postgresC,9.288,P01880,9.288
P05641,postgresB,0.553,P01880,0.553
P05642,postgresA,8.156,P01881,8.156
P05643,postgresB,1.058,P01881,1.058
P05644,postgresC,8.108,P01881,8.108
P05645,postgresC,1.195,P01882,1.195
P05646,postgresB,9.544,P01882,9.544
P05647,postgresB,1.708,P01882,1.708
P05648,postgresA,9.911,P01883,9.911
P05649,postgresB,0.098,P01883,0.098
P05650,postgresB,8.465,P01883,8.465
P05651,postgresA,2.41,P01884,2.41
P05652,postgresA,3.526,P01884,3.526
P05653,postgresB,2.929,P01884,2.929
P05654,postgresC,3.598,P01885,3.598
P05655,postgresC,2.012,P01885,2.012
P05656,postgresA,7.72,P01885,7.72
P05657,postgresC,4.366,P01886,4.366
P05658,postgresB,7.453,P01886,7.453
P05659,postgresA,0.037,P01886,0.037
P05660,postgresA,1.218,P01887,1.218
P05661,postgresB,6.351,P01887,6.351
P05662,postgresB,4.45,P01887,4.45
P05663,postgresB,4.08,P01888,4.08
P05664,postgresC,8.849,P01888,8.849
P05665,postgresA,5.769,P01888,5.769
P05666,postgresA,8.316,P01889,8.316
P05667,postgresB,0.476,P01889,0.476
P05668,postgresB,6.576,P01889,6.576
P05669,postgresB,2.157,P01890,2.157
P05670,postgresC,8.703,P01890,8.703
P05671,postgresC,8.876,P01890,8.876
P05672,postgresB,3.419,P01891,3.419
P05673,postgresB,1.048,P01891,1.048
P05674,postgresA,9.758,P01891,9.758
P05675,postgresA,5.143,P01892,5.143
P05676,postgresB,6.943,P01892,6.943
P05677,postgresC,9.487,P01892,9.487
P05678,postgresB,1.366,P01893,1.366
P05679,postgresA,7.539,P01893,7.539
P05680,postgresA,9.242,P01893,9.242
P05681,postgresB,9.28,P01894,9.28
P05682,postgresB,2.407,P01894,2.407
P05683,postgresC,9.927,P01894,9.927
P05684,postgresA,4.792,P01895,4.792
P05685,postgresB,2.374,P01895,2.374
P05686,postgresB,6.74,P01895,6.74
P05687,postgresA,6.25,P01896,6.25
P05688,postgresB,9.924,P01896,9.924
P05689,postgresC,0.529,P01896,0.529
P05690,postgresA,8.135,P01897,8.135
P05691,postgresC,1.242,P01897,1.242
P05692,postgresC,4.918,P01897,4.918
P05693,postgresA,4.192,P01898,4.192
P05694,postgresC,9.123,P01898,9.123
P05695,postgresA,0.874,P01898,0.874
P05696,postgresC,6.899,P01899,6.899
P05697,postgresA,3.204,P01899,3.204
P05698,postgresA,8.358,P01899,8.358
P05699,postgresA,9.276,P01900,9.276
P05700,postgresA,3.365,P01900,3.365
P05701,postgresC,3.315,P01900,3.315
P05702,postgresA,1.071,P01901,1.071
P05703,postgresB,0.825,P01901,0.825
P05704,postgresC,8.798,P01901,8.798
P05705,postgresB,7.442,P01902,7.442
P05706,postgresC,7.815,P01902,7.815
P05707,postgresC,8.449,P01902,8.449
P05708,postgresC,6.411,P01903,6.411
P05709,postgresA,3.215,P01903,3.215
P05710,postgresB,5.009,P01903,5.009
P05711,postgresB,7.919,P01904,7.919
P05712,postgresA,8.679,P01904,8.679
P05713,postgresB,3.388,P01904,3.388
P05714,postgresA,5.222,P01905,5.222
P05715,postgresA,8.492,P01905,8.492
P05716,postgresA,3.758,P01905,3.758
P05717,postgresA,5.405,P01906,5.405
P05718,postgresA,8.589,P01906,8.589
P05719,postgresC,3.244,P01906,3.244
P05720,postgresB,3.391,P01907,3.391
P05721,postgresA,5.643,P01907,5.643
P05722,postgresA,7.35,P01907,7.35
P05723,postgresA,0.819,P01908,0.819
P05724,postgresC,6.244,P01908,6.244
P05725,postgresC,2.982,P01908,2.982
P05726,postgresA,7.625,P01909,7.625
P05727,postgresA,4.647,P01909,4.647
P05728,postgresA,2.112,P01909,2.112
P05729,postgresB,9.267,P01910,9.267
P05730,postgresB,0.086,P01910,0.086
P05731,postgresC,5.186,P01910,5.186
P05732,postgresB,0.963,P01911,0.963
P05733,postgresB,7.116,P01911,7.116
P05734,postgresB,9.373,P01911,9.373
P05735,postgresA,5.279,P01912,5.279
P05736,postgresC,6.765,P01912,6.765
P05737,postgresC,1.154,P01912,1.154
P05738,postgresB,9.517,P01913,9.517
P05739,postgresB,5.329,P01913,5.329
P05740,postgresB,4.961,P01913,4.961
P05741,postgresC,9.082,P01914,9.082
P05742,postgresB,0.463,P01914,0.463
P05743,postgresB,3.471,P01914,3.471
P05744,postgresA,4.287,P01915,4.287
P05745,postgresB,2.501,P01915,2.501
P05746,postgresB,0.24,P01915,0.24
P05747,postgresA,6.068,P01916,6.068
P05748,postgresA,7.743,P01916,7.743
P05749,postgresB,1.027,P01916,1.027
P05750,postgresB,0.097,P01917,0.097
P05751,postgresC,4.873,P01917,4.873
P05752,postgresB,4.42,P01917,4.42
P05753,postgresB,1.562,P01918,1.562
P05754,postgresA,3.756,P01918,3.756
P05755,postgresB,6.849,P01918,6.849
P05756,postgresC,4.607,P01919,4.607
P05757,postgresB,0.905,P01919,0.905
P05758,postgresB,3.959,P01919,3.959
P05759,postgresB,4.927,P01920,4.927
P05760,postgresC,9.778,P01920,9.778
P05761,postgresA,4.122,P01920,4.122
P05762,postgresA,3.105,P01921,3.105
P05763,postgresA,2.008,P01921,2.008
P05764,postgresA,0.082,P01921,0.082
P05765,postgresA,2.505,P01922,2.505
P05766,postgresC,3.032,P01922,3.032
P05767,postgresA,3.682,P01922,3.682
P05768,postgresC,5.137,P01923,5.137
P05769,postgresB,0.041,P01923,0.041
P05770,postgresC,9.478,P01923,9.478
P05771,postgresA,7.924,P01924,7.924
P05772,postgresC,6.298,P01924,6.298
P05773,postgresA,2.399,P01924,2.399
P05774,postgresB,8.735,P01925,8.735
P05775,postgresA,4.333,P01925,4.333
P05776,postgresA,9.183,P01925,9.183
P05777,postgresA,4.737,P01926,4.737
P05778,postgresC,6.194,P01926,6.194
P05779,postgresA,8.94,P01926,8.94
P05780,postgresA,8.354,P01927,8.354
P05781,postgresC,8.707,P01927,8.707
P05782,postgresC,6.145,P01927,6.145
P05783,postgresC,4.064,P01928,4.064
P05784,postgresC,5.222,P01928,5.222
P05785,postgresB,6.214,P01928,6.214
P05786,postgresA,6.797,P01929,6.797
P05787,postgresC,9.594,P01929,9.594
P05788,postgresC,6.962,P01929,6.962
P05789,postgresC,9.493,P01930,9.493
P05790,postgresC,8.095,P01930,8.095
P05791,postgresB,5.9,P01930,5.9
P05792,postgresC,9.843,P01931,9.843
P05793,postgresC,2.628,P01931,2.628
P05794,postgresA,1.933,P01931,1.933
P05795,postgresC,1.408,P01932,1.408
P05796,postgresA,7.213,P01932,7.213
P05797,postgresB,3.135,P01932,3.135
P05798,postgresB,8.901,P01933,8.901
P05799,postgresC,2.59,P01933,2.59
P05800,postgresC,3.869,P01933,3.869
P05801,postgresB,5.278,P01934,5.278
P05802,postgresB,3.092,P01934,3.092
P05803,postgresB,3.93,P01934,3.93
P05804,postgresC,5.113,P01935,5.113
P05805,postgresB,9.348,P01935,9.348
P05806,postgresB,0.498,P01935,0.498
P05807,postgresC,3.799,P01936,3.799
P05808,postgresA,1.835,P01936,1.835
P05809,postgresC,4.623,P01936,4.623
P05810,postgresC,7.037,P01937,7.037
P05811,postgresC,2.685,P01937,2.685
P05812,postgresA,9.485,P01937,9.485
P05813,postgresC,9.514,P01938,9.514
P05814,postgresC,6.512,P01938,6.512
P05815,postgresA,0.65,P01938,0.65
P05816,postgresA,2.713,P01939,2.713
P05817,postgresB,1.214,P01939,1.214
P05818,postgresB,1.257,P01939,1.257
P05819,postgresA,2.345,P01940,2.345
P05820,postgresB,9.795,P01940,9.795
P05821,postgresB,2.643,P01940,2.643
P05822,postgresB,5.331,P01941,5.331
P05823,postgresA,4.498,P01941,4.498
P05824,postgresC,3.249,P01941,3.249
P05825,postgresB,3.987,P01942,3.987
P05826,postgresA,6.456,P01942,6.456
P05827,postgresB,9.786,P01942,9.786
P05828,postgresC,4.457,P01943,4.457
P05829,postgresA,0.72,P01943,0.72
P05830,postgresB,2.788,P01943,2.788
P05831,postgresA,6.075,P01944,6.075
P05832,postgresA,6.715,P01944,6.715
P05833,postgresA,0.987,P01944,0.987
P05834,postgresC,1.516,P01945,1.516
P05835,postgresC,0.048,P01945,0.048
P05836,postgresC,4.16,P01945,4.16
P05837,postgresB,4.092,P01946,4.092
P05838,postgresB,6.329,P01946,6.329
P05839,postgresB,3.746,P01946,3.746
P05840,postgresB,1.631,P01947,1.631
P05841,postgresB,3.949,P01947,3.949
P05842,postgresB,5.849,P01947,5.849
P05843,postgresC,1.543,P01948,1.543
P05844,postgresC,6.425,P01948,6.425
P05845,postgresA,6.518,P01948,6.518
P05846,postgresA,6.286,P01949,6.286
P05847,postgresB,2.622,P01949,2.622
P05848,postgresB,5.453,P01949,5.453
P05849,postgresA,4.021,P01950,4.021
P05850,postgresC,0.87,P01950,0.87
P05851,postgresB,0.562,P01950,0.562
P05852,postgresC,4.921,P01951,4.921
P05853,postgresC,8.882,P01951,8.882
P05854,postgresA,1.285,P01951,1.285
P05855,postgresA,1.864,P01952,1.864
P05856,postgresA,5.425,P01952,5.425
P05857,postgresA,4.584,P01952,4.584
P05858,postgresA,4.656,P01953,4.656
P05859,postgresC,5.013,P01953,5.013
P05860,postgresA,2.733,P01953,2.733
P05861,postgresB,5.804,P01954,5.804
P05862,postgresA,6.707,P01954,6.707
P05863,postgresA,8.618,P01954,8.618
P05864,postgresA,8.866,P01955,8.866
P05865,postgresB,3.213,P01955,3.213
P05866,postgresA,0.86,P01955,0.86
P05867,postgresB,7.534,P01956,7.534
P05868,postgresB,5.675,P01956,5.675
P05869,postgresC,3.215,P01956,3.215
P05870,postgresC,3.61,P01957,3.61
P05871,postgresC,0.084,P01957,0.084
P05872,postgresC,6.892,P01957,6.892
P05873,postgresC,3.655,P01958,3.655
P05874,postgresB,6.767,P01958,6.767
P05875,postgresC,5.084,P01958,5.084
P05876,postgresB,7.367,P01959,7.367
P05877,postgresB,8.537,P01959,8.537
P05878,postgresB,4.357,P01959,4.357
P05879,postgresC,4.077,P01960,4.077
P05880,postgresA,9.353,P01960,9.353
P05881,postgresA,8.205,P01960,8.205
P05882,postgresA,2.735,P01961,2.735
P05883,postgresA,2.049,P01961,2.049
P05884,postgresA,8.719,P01961,8.719
P05885,postgresA,3.366,P01962,3.366
P05886,postgresB,0.024,P01962,0.024
P05887,postgresB,4.238,P01962,4.238
P05888,postgresB,4.7,P01963,4.7
P05889,postgresA,0.001,P01963,0.001
P05890,postgresC,5.647,P01963,5.647
P05891,postgresB,8.774,P01964,8.774
P05892,postgresB,7.411,P01964,7.411
P05893,postgresC,9.673,P01964,9.673
P05894,postgresB,7.277,P01965,7.277
P05895,postgresA,4.359,P01965,4.359
P05896,postgresC,5.999,P01965,5.999
P05897,postgresB,8.834,P01966,8.834
P05898,postgresC,4.763,P01966,4.763
P05899,postgresB,3.756,P01966,3.756
P05900,postgresB,2.096,P01967,2.096
P05901,postgresB,2.391,P01967,2.391
P05902,postgresB,3.464,P01967,3.464
P05903,postgresB,7.958,P01968,7.958
P05904,postgresC,6.549,P01968,6.549
P05905,postgresA,3.917,P01968,3.917
P05906,postgresC,9.457,P01969,9.457
P05907,postgresB,5.695,P01969,5.695
P05908,postgresC,8.4,P01969,8.4
P05909,postgresA,7.887,P01970,7.887
P05910,postgresA,9.378,P01970,9.378
P05911,postgresC,4.063,P01970,4.063
P05912,postgresA,7.954,P01971,7.954
P05913,postgresC,5.125,P01971,5.125
P05914,postgresB,2.573,P01971,2.573
P05915,postgresC,8.417,P01972,8.417
P05916,postgresC,4.686,P01972,4.686
P05917,postgresA,6.942,P01972,6.942
P05918,postgresC,9.651,P01973,9.651
P05919,postgresC,6.348,P01973,6.348
P05920,postgresC,0.909,P01973,0.909
P05921,postgresA,1.329,P01974,1.329
P05922,postgresB,7.167,P01974,7.167
P05923,postgresC,0.834,P01974,0.834
P05924,postgresC,4.211,P01975,4.211
P05925,postgresB,2.856,P01975,2.856
P05926,postgresC,3.909,P01975,3.909
P05927,postgresA,8.908,P01976,8.908
P05928,postgresA,0.979,P01976,0.979
P05929,postgresB,2.391,P01976,2.391
P05930,postgresA,9.076,P01977,9.076
P05931,postgresA,1.179,P01977,1.179
P05932,postgresB,6.398,P01977,6.398
P05933,postgresB,4.237,P01978,4.237
P05934,postgresB,6.747,P01978,6.747
P05935,postgresA,3.904,P01978,3.904
P05936,postgresC,9.35,P01979,9.35
P05937,postgresC,7.649,P01979,7.649
P05938,postgresA,3.72,P01979,3.72
P05939,postgresA,4.9,P01980,4.9
P05940,postgresC,2.074,P01980,2.074
P05941,postgresB,4.653,P01980,4.653
P05942,postgresA,0.761,P01981,0.761
P05943,postgresA,9.177,P01981,9.177
P05944,postgresB,1.819,P01981,1.819
P05945,postgresB,6.76,P01982,6.76
P05946,postgresC,8.169,P01982,8.169
P05947,postgresB,5.025,P01982,5.025
P05948,postgresB,7.125,P01983,7.125
P05949,postgresA,2.291,P01983,2.291
P05950,postgresA,6.512,P01983,6.512
P05951,postgresC,6.956,P01984,6.956
P05952,postgresA,8.516,P01984,8.516
P05953,postgresC,3.952,P01984,3.952
P05954,postgresB,9.669,P01985,9.669
P05955,postgresB,7.626,P01985,7.626
P05956,postgresA,1.634,P01985,1.634
P05957,postgresA,9.171,P01986,9.171
P05958,postgresC,8.13,P01986,8.13
P05959,postgresC,3.916,P01986,3.916
P05960,postgresC,7.629,P01987,7.629
P05961,postgresA,4.092,P01987,4.092
P05962,postgresA,1.389,P01987,1.389
P05963,postgresC,9.454,P01988,9.454
P05964,postgresA,1.973,P01988,1.973
P05965,postgresC,2.785,P01988,2.785
P05966,postgresC,3.004,P01989,3.004
P05967,postgresC,1.611,P01989,1.611
P05968,postgresC,6.292,P01989,6.292
P05969,postgresB,7.06,P01990,7.06
P05970,postgresA,5.554,P01990,5.554
P05971,postgresC,5.41,P01990,5.41
P05972,postgresA,6.363,P01991,6.363
P05973,postgresB,0.791,P01991,0.791
P05974,postgresA,3.489,P01991,3.489
P05975,postgresB,1.654,P01992,1.654
P05976,postgresB,5.371,P01992,5.371
P05977,postgresA,4.839,P01992,4.839
P05978,postgresB,2.968,P01993,2.968
P05979,postgresB,5.111,P01993,5.111
P05980,postgresB,3.108,P01993,3.108
P05981,postgresB,4.009,P01994,4.009
P05982,postgresC,2.392,P01994,2.392
P05983,postgresA,0.067,P01994,0.067
P05984,postgresA,6.587,P01995,6.587
P05985,postgresA,4.336,P01995,4.336
P05986,postgresA,8.194,P01995,8.194
P05987,postgresC,9.396,P01996,9.396
P05988,postgresC,6.941,P01996,6.941
P05989,postgresA,1.989,P01996,1.989
P05990,postgresC,8.527,P01997,8.527
P05991,postgresB,8.419,P01997,8.419
P05992,postgresA,9.766,P01997,9.766
P05993,postgresC,9.285,P01998,9.285
P05994,postgresC,8.235,P01998,8.235
P05995,postgresC,1.541,P01998,1.541
P05996,postgresC,0.499,P01999,0.499
P05997,postgresB,0.258,P01999,0.258
P05998,postgresC,2.614,P01999,2.614
P05999,postgresB,8.41,P02000,8.41
P06000,postgresA,4.897,P02000,4.897
P06001,postgresB,2.63,P02000,2.63
P06002,postgresC,0.315,P02001,0.315
P06003,postgresC,9.661,P02001,9.661
P06004,postgresA,1.205,P02001,1.205
P06005,postgresB,6.496,P02002,6.496
P06006,postgresA,8.162,P02002,8.162
P06007,postgresC,0.802,P02002,0.802
P06008,postgresA,3.869,P02003,3.869
P06009,postgresB,5.179,P02003,5.179
P06010,postgresB,1.382,P02003,1.382
P06011,postgresA,6.604,P02004,6.604
P06012,postgresC,3.109,P02004,3.109
P06013,postgresC,7.56,P02004,7.56
P06014,postgresA,6.383,P02005,6.383
P06015,postgresB,9.395,P02005,9.395
P06016,postgresA,9.6,P02005,9.6
P06017,postgresB,3.353,P02006,3.353
P06018,postgresB,5.14,P02006,5.14
P06019,postgresC,4.626,P02006,4.626
P06020,postgresC,0.132,P02007,0.132
P06021,postgresC,1.931,P02007,1.931
P06022,postgresB,1.241,P02007,1.241
P06023,postgresA,3.54,P02008,3.54
P06024,postgresB,5.801,P02008,5.801
P06025,postgresA,5.23,P02008,5.23
P06026,postgresC,9.893,P02009,9.893
P06027,postgresA,4.038,P02009,4.038
P06028,postgresC,7.424,P02009,7.424
P06029,postgresA,9.494,P02010,9.494
P06030,postgresB,8.909,P02010,8.909
P06031,postgresA,1.374,P02010,1.374
P06032,postgresB,0.698,P02011,0.698
P06033,postgresC,4.224,P02011,4.224
P06034,postgresB,6.229,P02011,6.229
P06035,postgresC,9.127,P02012,9.127
P06036,postgresC,0.41,P02012,0.41
P06037,postgresA,4.961,P02012,4.961
P06038,postgresB,3.302,P02013,3.302
P06039,postgresC,0.543,P02013,0.543
P06040,postgresC,7.488,P02013,7.488
P06041,postgresC,3.88,P02014,3.88
P06042,postgresA,2.279,P02014,2.279
P06043,postgresB,8.95,P02014,8.95
P06044,postgresA,1.864,P02015,1.864
P06045,postgresB,8.032,P02015,8.032
P06046,postgresA,6.31,P02015,6.31
P06047,postgresC,0.63,P02016,0.63
P06048,postgresC,4.002,P02016,4.002
P06049,postgresC,0.203,P02016,0.203
P06050,postgresB,9.598,P02017,9.598
P06051,postgresB,6.401,P02017,6.401
P06052,postgresB,3.385,P02017,3.385
P06053,postgresB,3.708,P02018,3.708
P06054,postgresA,7.536,P02018,7.536
P06055,postgresA,8.815,P02018,8.815
P06056,postgresC,1.107,P02019,1.107
P06057,postgresB,1.647,P02019,1.647
P06058,postgresA,7.721,P02019,7.721
P06059,postgresA,5.597,P02020,5.597
P06060,postgresA,9.268,P02020,9.268
P06061,postgresC,0.545,P02020,0.545
P06062,postgresA,6.265,P02021,6.265
P06063,postgresC,0.174,P02021,0.174
P06064,postgresB,8.218,P02021,8.218
P06065,postgresB,2.177,P02022,2.177
P06066,postgresB,2.098,P02022,2.098
P06067,postgresB,4.486,P02022,4.486
P06068,postgresA,3.767,P02023,3.767
P06069,postgresB,8.95,P02023,8.95
P06070,postgresA,4.853,P02023,4.853
P06071,postgresB,7.286,P02024,7.286
P06072,postgresA,9.155,P02024,9.155
P06073,postgresA,2.019,P02024,2.019
P06074,postgresA,7.59,P02025,7.59
P06075,postgresC,5.019,P02025,5.019
P06076,postgresA,0.022,P02025,0.022
P06077,postgresB,1.809,P02026,1.809
P06078,postgresC,1.993,P02026,1.993
P06079,postgresA,5.361,P02026,5.361
P06080,postgresA,7.027,P02027,7.027
P06081,postgresC,3.054,P02027,3.054
P06082,postgresA,3.584,P02027,3.584
P06083,postgresA,5.135,P02028,5.135
P06084,postgresA,7.679,P02028,7.679
P06085,postgresC,0.612,P02028,0.612
P06086,postgresB,5.961,P02029,5.961
P06087,postgresB,1.108,P02029,1.108
P06088,postgresB,0.909,P02029,0.909
P06089,postgresC,4.795,P02030,4.795
P06090,postgresA,5.173,P02030,5.173
P06091,postgresB,3.638,P02030,3.638
P06092,postgresB,5.983,P02031,5.983
P06093,postgresC,8.621,P02031,8.621
P06094,postgresB,2.585,P02031,2.585
P06095,postgresA,4.491,P02032,4.491
P06096,postgresA,9.061,P02032,9.061
P06097,postgresA,6.017,P02032,6.017
