partsid,datalink,totalcfp,cfp,parents_partsid
P05733,postgresB,7.116,7.116,P01911
P05734,postgresB,9.373,9.373,P01911
P05735,postgresA,5.279,5.279,P01912
P05736,postgresC,6.765,6.765,P01912
P05737,postgresC,1.154,1.154,P01912
P05738,postgresB,9.517,9.517,P01913
P05739,postgresB,5.329,5.329,P01913
P05740,postgresB,4.961,4.961,P01913
P05741,postgresC,9.082,9.082,P01914
P05742,postgresB,0.463,0.463,P01914
P05743,postgresB,3.471,3.471,P01914
P05744,postgresA,4.287,4.287,P01915
P05745,postgresB,2.501,2.501,P01915
P05746,postgresB,0.24,0.24,P01915
P05747,postgresA,6.068,6.068,P01916
P05748,postgresA,7.743,7.743,P01916
P05749,postgresB,1.027,1.027,P01916
P05750,postgresB,0.097,0.097,P01917
P05751,postgresC,4.873,4.873,P01917
P05752,postgresB,4.42,4.42,P01917
P05753,postgresB,1.562,1.562,P01918
P05754,postgresA,3.756,3.756,P01918
P05755,postgresB,6.849,6.849,P01918
P05756,postgresC,4.607,4.607,P01919
P05757,postgresB,0.905,0.905,P01919
P05758,postgresB,3.959,3.959,P01919
P05759,postgresB,4.927,4.927,P01920
P05760,postgresC,9.778,9.778,P01920
P05761,postgresA,4.122,4.122,P01920
P05762,postgresA,3.105,3.105,P01921
P05763,postgresA,2.008,2.008,P01921
P05764,postgresA,0.082,0.082,P01921
P05765,postgresA,2.505,2.505,P01922
P05766,postgresC,3.032,3.032,P01922
P05767,postgresA,3.682,3.682,P01922
P05768,postgresC,5.137,5.137,P01923
P05769,postgresB,0.041,0.041,P01923
P05770,postgresC,9.478,9.478,P01923
P05771,postgresA,7.924,7.924,P01924
P05772,postgresC,6.298,6.298,P01924
P05773,postgresA,2.399,2.399,P01924
P05774,postgresB,8.735,8.735,P01925
P05775,postgresA,4.333,4.333,P01925
P05776,postgresA,9.183,9.183,P01925
P05777,postgresA,4.737,4.737,P01926
P05778,postgresC,6.194,6.194,P01926
P05779,postgresA,8.94,8.94,P01926
P05780,postgresA,8.354,8.354,P01927
P05781,postgresC,8.707,8.707,P01927
P05782,postgresC,6.145,6.145,P01927
P05783,postgresC,4.064,4.064,P01928
P05784,postgresC,5.222,5.222,P01928
P05785,postgresB,6.214,6.214,P01928
P05786,postgresA,6.797,6.797,P01929
P05787,postgresC,9.594,9.594,P01929
P05788,postgresC,6.962,6.962,P01929
P05789,postgresC,9.493,9.493,P01930
P05790,postgresC,8.095,8.095,P01930
P05791,postgresB,5.9,5.9,P01930
P05792,postgresC,9.843,9.843,P01931
P05793,postgresC,2.628,2.628,P01931
P05794,postgresA,1.933,1.933,P01931
P05795,postgresC,1.408,1.408,P01932
P05796,postgresA,7.213,7.213,P01932
P05797,postgresB,3.135,3.135,P01932
P05798,postgresB,8.901,8.901,P01933
P05799,postgresC,2.59,2.59,P01933
P05800,postgresC,3.869,3.869,P01933
P05801,postgresB,5.278,5.278,P01934
P05802,postgresB,3.092,3.092,P01934
P05803,postgresB,3.93,3.93,P01934
P05804,postgresC,5.113,5.113,P01935
P05805,postgresB,9.348,9.348,P01935
P05806,postgresB,0.498,0.498,P01935
P05807,postgresC,3.799,3.799,P01936
P05808,postgresA,1.835,1.835,P01936
P05809,postgresC,4.623,4.623,P01936
P05810,postgresC,7.037,7.037,P01937
P05811,postgresC,2.685,2.685,P01937
P05812,postgresA,9.485,9.485,P01937
P05813,postgresC,9.514,9.514,P01938
P05814,postgresC,6.512,6.512,P01938
P05815,postgresA,0.65,0.65,P01938
P05816,postgresA,2.713,2.713,P01939
P05817,postgresB,1.214,1.214,P01939
P05818,postgresB,1.257,1.257,P01939
P05819,postgresA,2.345,2.345,P01940
P05820,postgresB,9.795,9.795,P01940
P05821,postgresB,2.643,2.643,P01940
P05822,postgresB,5.331,5.331,P01941
P05823,postgresA,4.498,4.498,P01941
P05824,postgresC,3.249,3.249,P01941
P05825,postgresB,3.987,3.987,P01942
P05826,postgresA,6.456,6.456,P01942
P05827,postgresB,9.786,9.786,P01942
P05828,postgresC,4.457,4.457,P01943
P05829,postgresA,0.72,0.72,P01943
P05830,postgresB,2.788,2.788,P01943
P05831,postgresA,6.075,6.075,P01944
P05832,postgresA,6.715,6.715,P01944
P05833,postgresA,0.987,0.987,P01944
P05834,postgresC,1.516,1.516,P01945
P05835,postgresC,0.048,0.048,P01945
P05836,postgresC,4.16,4.16,P01945
P05837,postgresB,4.092,4.092,P01946
P05838,postgresB,6.329,6.329,P01946
P05839,postgresB,3.746,3.746,P01946
P05840,postgresB,1.631,1.631,P01947
P05841,postgresB,3.949,3.949,P01947
P05842,postgresB,5.849,5.849,P01947
P05843,postgresC,1.543,1.543,P01948
P05844,postgresC,6.425,6.425,P01948
P05845,postgresA,6.518,6.518,P01948
P05846,postgresA,6.286,6.286,P01949
P05847,postgresB,2.622,2.622,P01949
P05848,postgresB,5.453,5.453,P01949
P05849,postgresA,4.021,4.021,P01950
P05850,postgresC,0.87,0.87,P01950
P05851,postgresB,0.562,0.562,P01950
P05852,postgresC,4.921,4.921,P01951
P05853,postgresC,8.882,8.882,P01951
P05854,postgresA,1.285,1.285,P01951
P05855,postgresA,1.864,1.864,P01952
P05856,postgresA,5.425,5.425,P01952
P05857,postgresA,4.584,4.584,P01952
P05858,postgresA,4.656,4.656,P01953
P05859,postgresC,5.013,5.013,P01953
P05860,postgresA,2.733,2.733,P01953
P05861,postgresB,5.804,5.804,P01954
P05862,postgresA,6.707,6.707,P01954
P05863,postgresA,8.618,8.618,P01954
P05864,postgresA,8.866,8.866,P01955
P05865,postgresB,3.213,3.213,P01955
P05866,postgresA,0.86,0.86,P01955
P05867,postgresB,7.534,7.534,P01956
P05868,postgresB,5.675,5.675,P01956
P05869,postgresC,3.215,3.215,P01956
P05870,postgresC,3.61,3.61,P01957
P05871,postgresC,0.084,0.084,P01957
P05872,postgresC,6.892,6.892,P01957
P05873,postgresC,3.655,3.655,P01958
P05874,postgresB,6.767,6.767,P01958
P05875,postgresC,5.084,5.084,P01958
P05876,postgresB,7.367,7.367,P01959
P05877,postgresB,8.537,8.537,P01959
P05878,postgresB,4.357,4.357,P01959
P05879,postgresC,4.077,4.077,P01960
P05880,postgresA,9.353,9.353,P01960
P05881,postgresA,8.205,8.205,P01960
P05882,postgresA,2.735,2.735,P01961
P05883,postgresA,2.049,2.049,P01961
P05884,postgresA,8.719,8.719,P01961
P05885,postgresA,3.366,3.366,P01962
P05886,postgresB,0.024,0.024,P01962
P05887,postgresB,4.238,4.238,P01962
P05888,postgresB,4.7,4.7,P01963
P05889,postgresA,0.001,0.001,P01963
P05890,postgresC,5.647,5.647,P01963
P05891,postgresB,8.774,8.774,P01964
P05892,postgresB,7.411,7.411,P01964
P05893,postgresC,9.673,9.673,P01964
P05894,postgresB,7.277,7.277,P01965
P05895,postgresA,4.359,4.359,P01965
P05896,postgresC,5.999,5.999,P01965
P05897,postgresB,8.834,8.834,P01966
P05898,postgresC,4.763,4.763,P01966
P05899,postgresB,3.756,3.756,P01966
P05900,postgresB,2.096,2.096,P01967
P05901,postgresB,2.391,2.391,P01967
P05902,postgresB,3.464,3.464,P01967
P05903,postgresB,7.958,7.958,P01968
P05904,postgresC,6.549,6.549,P01968
P05905,postgresA,3.917,3.917,P01968
P05906,postgresC,9.457,9.457,P01969
P05907,postgresB,5.695,5.695,P01969
P05908,postgresC,8.4,8.4,P01969
P05909,postgresA,7.887,7.887,P01970
P05910,postgresA,9.378,9.378,P01970
P05911,postgresC,4.063,4.063,P01970
P05912,postgresA,7.954,7.954,P01971
P05913,postgresC,5.125,5.125,P01971
P05914,postgresB,2.573,2.573,P01971
P05915,postgresC,8.417,8.417,P01972
P05916,postgresC,4.686,4.686,P01972
P05917,postgresA,6.942,6.942,P01972
P05918,postgresC,9.651,9.651,P01973
P05919,postgresC,6.348,6.348,P01973
P05920,postgresC,0.909,0.909,P01973
P05921,postgresA,1.329,1.329,P01974
P05922,postgresB,7.167,7.167,P01974
P05923,postgresC,0.834,0.834,P01974
P05924,postgresC,4.211,4.211,P01975
P05925,postgresB,2.856,2.856,P01975
P05926,postgresC,3.909,3.909,P01975
P05927,postgresA,8.908,8.908,P01976
P05928,postgresA,0.979,0.979,P01976
P05929,postgresB,2.391,2.391,P01976
P05930,postgresA,9.076,9.076,P01977
P05931,postgresA,1.179,1.179,P01977
P05932,postgresB,6.398,6.398,P01977
P05933,postgresB,4.237,4.237,P01978
P05934,postgresB,6.747,6.747,P01978
P05935,postgresA,3.904,3.904,P01978
P05936,postgresC,9.35,9.35,P01979
P05937,postgresC,7.649,7.649,P01979
P05938,postgresA,3.72,3.72,P01979
P05939,postgresA,4.9,4.9,P01980
P05940,postgresC,2.074,2.074,P01980
P05941,postgresB,4.653,4.653,P01980
P05942,postgresA,0.761,0.761,P01981
P05943,postgresA,9.177,9.177,P01981
P05944,postgresB,1.819,1.819,P01981
P05945,postgresB,6.76,6.76,P01982
P05946,postgresC,8.169,8.169,P01982
P05947,postgresB,5.025,5.025,P01982
P05948,postgresB,7.125,7.125,P01983
P05949,postgresA,2.291,2.291,P01983
P05950,postgresA,6.512,6.512,P01983
P05951,postgresC,6.956,6.956,P01984
P05952,postgresA,8.516,8.516,P01984
P05953,postgresC,3.952,3.952,P01984
P05954,postgresB,9.669,9.669,P01985
P05955,postgresB,7.626,7.626,P01985
P05956,postgresA,1.634,1.634,P01985
P05957,postgresA,9.171,9.171,P01986
P05958,postgresC,8.13,8.13,P01986
P05959,postgresC,3.916,3.916,P01986
P05960,postgresC,7.629,7.629,P01987
P05961,postgresA,4.092,4.092,P01987
P05962,postgresA,1.389,1.389,P01987
P05963,postgresC,9.454,9.454,P01988
P05964,postgresA,1.973,1.973,P01988
P05965,postgresC,2.785,2.785,P01988
P05966,postgresC,3.004,3.004,P01989
P05967,postgresC,1.611,1.611,P01989
P05968,postgresC,6.292,6.292,P01989
P05969,postgresB,7.06,7.06,P01990
P05970,postgresA,5.554,5.554,P01990
P05971,postgresC,5.41,5.41,P01990
P05972,postgresA,6.363,6.363,P01991
P05973,postgresB,0.791,0.791,P01991
P05974,postgresA,3.489,3.489,P01991
P05975,postgresB,1.654,1.654,P01992
P05976,postgresB,5.371,5.371,P01992
P05977,postgresA,4.839,4.839,P01992
P05978,postgresB,2.968,2.968,P01993
P05979,postgresB,5.111,5.111,P01993
P05980,postgresB,3.108,3.108,P01993
P05981,postgresB,4.009,4.009,P01994
P05982,postgresC,2.392,2.392,P01994
P05983,postgresA,0.067,0.067,P01994
P05984,postgresA,6.587,6.587,P01995
P05985,postgresA,4.336,4.336,P01995
P05986,postgresA,8.194,8.194,P01995
P05987,postgresC,9.396,9.396,P01996
P05988,postgresC,6.941,6.941,P01996
P05989,postgresA,1.989,1.989,P01996
P05990,postgresC,8.527,8.527,P01997
P05991,postgresB,8.419,8.419,P01997
P05992,postgresA,9.766,9.766,P01997
P05993,postgresC,9.285,9.285,P01998
P05994,postgresC,8.235,8.235,P01998
P05995,postgresC,1.541,1.541,P01998
P05996,postgresC,0.499,0.499,P01999
P05997,postgresB,0.258,0.258,P01999
P05998,postgresC,2.614,2.614,P01999
P05999,postgresB,8.41,8.41,P02000
P06000,postgresA,4.897,4.897,P02000
P06001,postgresB,2.63,2.63,P02000
P06002,postgresC,0.315,0.315,P02001
P06003,postgresC,9.661,9.661,P02001
P06004,postgresA,1.205,1.205,P02001
P06005,postgresB,6.496,6.496,P02002
P06006,postgresA,8.162,8.162,P02002
P06007,postgresC,0.802,0.802,P02002
P06008,postgresA,3.869,3.869,P02003
P06009,postgresB,5.179,5.179,P02003
P06010,postgresB,1.382,1.382,P02003
P06011,postgresA,6.604,6.604,P02004
P06012,postgresC,3.109,3.109,P02004
P06013,postgresC,7.56,7.56,P02004
P06014,postgresA,6.383,6.383,P02005
P06015,postgresB,9.395,9.395,P02005
P06016,postgresA,9.6,9.6,P02005
P06017,postgresB,3.353,3.353,P02006
P06018,postgresB,5.14,5.14,P02006
P06019,postgresC,4.626,4.626,P02006
P06020,postgresC,0.132,0.132,P02007
P06021,postgresC,1.931,1.931,P02007
P06022,postgresB,1.241,1.241,P02007
P06023,postgresA,3.54,3.54,P02008
P06024,postgresB,5.801,5.801,P02008
P06025,postgresA,5.23,5.23,P02008
P06026,postgresC,9.893,9.893,P02009
P06027,postgresA,4.038,4.038,P02009
P06028,postgresC,7.424,7.424,P02009
P06029,postgresA,9.494,9.494,P02010
P06030,postgresB,8.909,8.909,P02010
P06031,postgresA,1.374,1.374,P02010
P06032,postgresB,0.698,0.698,P02011
P06033,postgresC,4.224,4.224,P02011
P06034,postgresB,6.229,6.229,P02011
P06035,postgresC,9.127,9.127,P02012
P06036,postgresC,0.41,0.41,P02012
P06037,postgresA,4.961,4.961,P02012
P06038,postgresB,3.302,3.302,P02013
P06039,postgresC,0.543,0.543,P02013
P06040,postgresC,7.488,7.488,P02013
P06041,postgresC,3.88,3.88,P02014
P06042,postgresA,2.279,2.279,P02014
P06043,postgresB,8.95,8.95,P02014
P06044,postgresA,1.864,1.864,P02015
P06045,postgresB,8.032,8.032,P02015
P06046,postgresA,6.31,6.31,P02015
P06047,postgresC,0.63,0.63,P02016
P06048,postgresC,4.002,4.002,P02016
P06049,postgresC,0.203,0.203,P02016
P06050,postgresB,9.598,9.598,P02017
P06051,postgresB,6.401,6.401,P02017
P06052,postgresB,3.385,3.385,P02017
P06053,postgresB,3.708,3.708,P02018
P06054,postgresA,7.536,7.536,P02018
P06055,postgresA,8.815,8.815,P02018
P06056,postgresC,1.107,1.107,P02019
P06057,postgresB,1.647,1.647,P02019
P06058,postgresA,7.721,7.721,P02019
P06059,postgresA,5.597,5.597,P02020
P06060,postgresA,9.268,9.268,P02020
P06061,postgresC,0.545,0.545,P02020
P06062,postgresA,6.265,6.265,P02021
P06063,postgresC,0.174,0.174,P02021
P06064,postgresB,8.218,8.218,P02021
P06065,postgresB,2.177,2.177,P02022
P06066,postgresB,2.098,2.098,P02022
P06067,postgresB,4.486,4.486,P02022
P06068,postgresA,3.767,3.767,P02023
P06069,postgresB,8.95,8.95,P02023
P06070,postgresA,4.853,4.853,P02023
P06071,postgresB,7.286,7.286,P02024
P06072,postgresA,9.155,9.155,P02024
P06073,postgresA,2.019,2.019,P02024
P06074,postgresA,7.59,7.59,P02025
P06075,postgresC,5.019,5.019,P02025
P06076,postgresA,0.022,0.022,P02025
P06077,postgresB,1.809,1.809,P02026
P06078,postgresC,1.993,1.993,P02026
P06079,postgresA,5.361,5.361,P02026
P06080,postgresA,7.027,7.027,P02027
P06081,postgresC,3.054,3.054,P02027
P06082,postgresA,3.584,3.584,P02027
P06083,postgresA,5.135,5.135,P02028
P06084,postgresA,7.679,7.679,P02028
P06085,postgresC,0.612,0.612,P02028
P06086,postgresB,5.961,5.961,P02029
P06087,postgresB,1.108,1.108,P02029
P06088,postgresB,0.909,0.909,P02029
P06089,postgresC,4.795,4.795,P02030
P06090,postgresA,5.173,5.173,P02030
P06091,postgresB,3.638,3.638,P02030
P06092,postgresB,5.983,5.983,P02031
P06093,postgresC,8.621,8.621,P02031
P06094,postgresB,2.585,2.585,P02031
P06095,postgresA,4.491,4.491,P02032
P06096,postgresA,9.061,9.061,P02032
P06097,postgresA,6.017,6.017,P02032
P06098,postgresB,9.061,9.061,P02033
P06099,postgresB,0.718,0.718,P02033
P06100,postgresB,8.125,8.125,P02033
P06101,postgresA,8.701,8.701,P02034
P06102,postgresB,4.217,4.217,P02034
P06103,postgresC,6.489,6.489,P02034
P06104,postgresC,4.73,4.73,P02035
P06105,postgresB,0.397,0.397,P02035
P06106,postgresC,4.287,4.287,P02035
P06107,postgresB,2.466,2.466,P02036
P06108,postgresC,2.641,2.641,P02036
P06109,postgresC,6.026,6.026,P02036
P06110,postgresA,3.946,3.946,P02037
P06111,postgresA,5.555,5.555,P02037
P06112,postgresA,5.35,5.35,P02037
P06113,postgresB,2.315,2.315,P02038
P06114,postgresC,4.056,4.056,P02038
P06115,postgresC,6.1,6.1,P02038
P06116,postgresA,4.828,4.828,P02039
P06117,postgresA,6.714,6.714,P02039
P06118,postgresA,5.573,5.573,P02039
P06119,postgresA,5.79,5.79,P02040
P06120,postgresA,9.691,9.691,P02040
P06121,postgresC,8.778,8.778,P02040
P06122,postgresC,0.779,0.779,P02041
P06123,postgresC,9.859,9.859,P02041
P06124,postgresC,4.962,4.962,P02041
P06125,postgresC,7.473,7.473,P02042
P06126,postgresA,5.849,5.849,P02042
P06127,postgresC,3.398,3.398,P02042
P06128,postgresC,6.488,6.488,P02043
P06129,postgresC,3.996,3.996,P02043
P06130,postgresC,0.993,0.993,P02043
P06131,postgresC,4.434,4.434,P02044
P06132,postgresB,3.262,3.262,P02044
P06133,postgresB,2.314,2.314,P02044
P06134,postgresB,1.971,1.971,P02045
P06135,postgresA,5.302,5.302,P02045
P06136,postgresB,1.073,1.073,P02045
P06137,postgresC,7.022,7.022,P02046
P06138,postgresB,6.815,6.815,P02046
P06139,postgresA,2.757,2.757,P02046
P06140,postgresA,1.457,1.457,P02047
P06141,postgresB,0.294,0.294,P02047
P06142,postgresA,2.623,2.623,P02047
P06143,postgresA,4.739,4.739,P02048
P06144,postgresB,7.06,7.06,P02048
P06145,postgresC,8.542,8.542,P02048
P06146,postgresB,2.417,2.417,P02049
P06147,postgresB,6.012,6.012,P02049
P06148,postgresC,0.931,0.931,P02049
P06149,postgresB,4.663,4.663,P02050
P06150,postgresA,7.691,7.691,P02050
P06151,postgresC,2.288,2.288,P02050
P06152,postgresB,0.018,0.018,P02051
P06153,postgresC,2.826,2.826,P02051
P06154,postgresC,5.936,5.936,P02051
P06155,postgresB,6.884,6.884,P02052
P06156,postgresC,2.646,2.646,P02052
P06157,postgresA,2.12,2.12,P02052
P06158,postgresC,6.301,6.301,P02053
P06159,postgresA,1.595,1.595,P02053
P06160,postgresB,3.79,3.79,P02053
P06161,postgresC,9.031,9.031,P02054
P06162,postgresB,0.213,0.213,P02054
P06163,postgresB,0.427,0.427,P02054
P06164,postgresA,7.951,7.951,P02055
P06165,postgresC,8.587,8.587,P02055
P06166,postgresC,9.624,9.624,P02055
P06167,postgresC,6.847,6.847,P02056
P06168,postgresB,3.726,3.726,P02056
P06169,postgresA,7.928,7.928,P02056
P06170,postgresC,1.313,1.313,P02057
P06171,postgresC,2.603,2.603,P02057
P06172,postgresB,7.736,7.736,P02057
P06173,postgresC,4.172,4.172,P02058
P06174,postgresC,8.509,8.509,P02058
P06175,postgresA,0.21,0.21,P02058
P06176,postgresC,7.573,7.573,P02059
P06177,postgresB,1.94,1.94,P02059
P06178,postgresC,0.167,0.167,P02059
P06179,postgresA,1.204,1.204,P02060
P06180,postgresA,8.935,8.935,P02060
P06181,postgresA,7.573,7.573,P02060
P06182,postgresA,6.899,6.899,P02061
P06183,postgresC,8.825,8.825,P02061
P06184,postgresB,2.596,2.596,P02061
P06185,postgresA,5.487,5.487,P02062
P06186,postgresB,7.4,7.4,P02062
P06187,postgresB,5.088,5.088,P02062
P06188,postgresC,9.362,9.362,P02063
P06189,postgresC,4.837,4.837,P02063
P06190,postgresC,3.375,3.375,P02063
P06191,postgresC,1.097,1.097,P02064
P06192,postgresB,7.669,7.669,P02064
P06193,postgresA,3.636,3.636,P02064
P06194,postgresA,5.652,5.652,P02065
P06195,postgresC,4.811,4.811,P02065
P06196,postgresA,7.517,7.517,P02065
P06197,postgresB,6.372,6.372,P02066
P06198,postgresB,5.915,5.915,P02066
P06199,postgresB,9.213,9.213,P02066
P06200,postgresC,7.44,7.44,P02067
P06201,postgresA,7.491,7.491,P02067
P06202,postgresB,0.244,0.244,P02067
P06203,postgresB,7.005,7.005,P02068
P06204,postgresC,1.949,1.949,P02068
P06205,postgresB,2.651,2.651,P02068
P06206,postgresA,3.282,3.282,P02069
P06207,postgresC,3.193,3.193,P02069
P06208,postgresB,2.229,2.229,P02069
P06209,postgresB,6.104,6.104,P02070
P06210,postgresA,3.489,3.489,P02070
P06211,postgresB,0.38,0.38,P02070
P06212,postgresA,1.176,1.176,P02071
P06213,postgresA,4.086,4.086,P02071
P06214,postgresA,2.155,2.155,P02071
P06215,postgresA,9.303,9.303,P02072
P06216,postgresA,8.124,8.124,P02072
P06217,postgresA,7.782,7.782,P02072
P06218,postgresC,9.991,9.991,P02073
P06219,postgresC,6.074,6.074,P02073
P06220,postgresC,6.66,6.66,P02073
P06221,postgresA,2.477,2.477,P02074
P06222,postgresA,3.242,3.242,P02074
P06223,postgresA,8.338,8.338,P02074
P06224,postgresB,6.511,6.511,P02075
P06225,postgresC,1.849,1.849,P02075
P06226,postgresB,1.938,1.938,P02075
P06227,postgresC,3.536,3.536,P02076
P06228,postgresA,2.17,2.17,P02076
P06229,postgresC,8.2,8.2,P02076
P06230,postgresC,0.084,0.084,P02077
P06231,postgresC,1.994,1.994,P02077
P06232,postgresB,6.341,6.341,P02077
P06233,postgresB,8.757,8.757,P02078
P06234,postgresB,7.034,7.034,P02078
P06235,postgresA,2.406,2.406,P02078
P06236,postgresC,8.98,8.98,P02079
P06237,postgresA,6.513,6.513,P02079
P06238,postgresB,8.404,8.404,P02079
P06239,postgresC,0.845,0.845,P02080
P06240,postgresB,8.128,8.128,P02080
P06241,postgresA,1.53,1.53,P02080
P06242,postgresC,2.466,2.466,P02081
P06243,postgresC,3.565,3.565,P02081
P06244,postgresC,1.818,1.818,P02081
P06245,postgresC,1.442,1.442,P02082
P06246,postgresC,9.238,9.238,P02082
P06247,postgresA,7.752,7.752,P02082
P06248,postgresA,3.849,3.849,P02083
P06249,postgresC,7.276,7.276,P02083
P06250,postgresB,9.094,9.094,P02083
P06251,postgresA,3.091,3.091,P02084
P06252,postgresC,3.06,3.06,P02084
P06253,postgresC,7.431,7.431,P02084
P06254,postgresA,6.776,6.776,P02085
P06255,postgresA,8.653,8.653,P02085
P06256,postgresB,6.364,6.364,P02085
P06257,postgresB,1.433,1.433,P02086
P06258,postgresC,9.63,9.63,P02086
P06259,postgresA,4.329,4.329,P02086
P06260,postgresB,5.746,5.746,P02087
P06261,postgresA,8.592,8.592,P02087
P06262,postgresC,0.074,0.074,P02087
P06263,postgresA,7.813,7.813,P02088
P06264,postgresA,7.106,7.106,P02088
P06265,postgresB,3.398,3.398,P02088
P06266,postgresA,5.818,5.818,P02089
P06267,postgresC,8.265,8.265,P02089
P06268,postgresB,5.172,5.172,P02089
P06269,postgresC,5.539,5.539,P02090
P06270,postgresA,8.77,8.77,P02090
P06271,postgresB,6.91,6.91,P02090
P06272,postgresA,6.141,6.141,P02091
P06273,postgresA,2.156,2.156,P02091
P06274,postgresC,2.551,2.551,P02091
P06275,postgresA,3.766,3.766,P02092
P06276,postgresA,5.286,5.286,P02092
P06277,postgresB,5.936,5.936,P02092
P06278,postgresB,8.135,8.135,P02093
P06279,postgresB,2.985,2.985,P02093
P06280,postgresC,1.946,1.946,P02093
P06281,postgresC,3.061,3.061,P02094
P06282,postgresA,4.137,4.137,P02094
P06283,postgresC,6.192,6.192,P02094
P06284,postgresC,2.778,2.778,P02095
P06285,postgresC,7.394,7.394,P02095
P06286,postgresA,3.773,3.773,P02095
P06287,postgresC,1.444,1.444,P02096
P06288,postgresA,4.992,4.992,P02096
P06289,postgresC,7.473,7.473,P02096
P06290,postgresB,9.243,9.243,P02097
P06291,postgresA,9.247,9.247,P02097
P06292,postgresC,4.999,4.999,P02097
P06293,postgresC,6.569,6.569,P02098
P06294,postgresC,5.222,5.222,P02098
P06295,postgresA,9.38,9.38,P02098
P06296,postgresB,1.55,1.55,P02099
P06297,postgresA,8.609,8.609,P02099
P06298,postgresC,6.758,6.758,P02099
P06299,postgresA,3.689,3.689,P02100
P06300,postgresA,5.572,5.572,P02100
P06301,postgresA,5.875,5.875,P02100
P06302,postgresA,3.365,3.365,P02101
P06303,postgresC,3.892,3.892,P02101
P06304,postgresB,3.732,3.732,P02101
P06305,postgresC,2.971,2.971,P02102
P06306,postgresC,5.579,5.579,P02102
P06307,postgresB,0.853,0.853,P02102
P06308,postgresA,5.073,5.073,P02103
P06309,postgresC,1.614,1.614,P02103
P06310,postgresB,6.905,6.905,P02103
P06311,postgresA,4.425,4.425,P02104
P06312,postgresA,9.389,9.389,P02104
P06313,postgresB,5.011,5.011,P02104
P06314,postgresC,9.706,9.706,P02105
P06315,postgresA,2.789,2.789,P02105
P06316,postgresA,2.095,2.095,P02105
P06317,postgresC,1.482,1.482,P02106
P06318,postgresB,5.539,5.539,P02106
P06319,postgresA,1.019,1.019,P02106
P06320,postgresA,8.908,8.908,P02107
P06321,postgresB,6.258,6.258,P02107
P06322,postgresB,1.792,1.792,P02107
P06323,postgresA,5.133,5.133,P02108
P06324,postgresC,7.941,7.941,P02108
P06325,postgresB,5.656,5.656,P02108
P06326,postgresC,1.433,1.433,P02109
P06327,postgresB,6.773,6.773,P02109
P06328,postgresA,6.383,6.383,P02109
P06329,postgresC,1.011,1.011,P02110
P06330,postgresB,0.699,0.699,P02110
P06331,postgresA,5.374,5.374,P02110
P06332,postgresB,8.596,8.596,P02111
P06333,postgresB,0.476,0.476,P02111
P06334,postgresA,9.647,9.647,P02111
P06335,postgresA,4.782,4.782,P02112
P06336,postgresB,9.081,9.081,P02112
P06337,postgresC,9.518,9.518,P02112
P06338,postgresB,7.378,7.378,P02113
P06339,postgresA,9.684,9.684,P02113
P06340,postgresC,4.355,4.355,P02113
P06341,postgresC,6.718,6.718,P02114
P06342,postgresB,6.76,6.76,P02114
P06343,postgresB,1.881,1.881,P02114
P06344,postgresC,2.433,2.433,P02115
P06345,postgresB,3.951,3.951,P02115
P06346,postgresB,3.662,3.662,P02115
P06347,postgresC,2.764,2.764,P02116
P06348,postgresC,9.061,9.061,P02116
P06349,postgresB,6.821,6.821,P02116
P06350,postgresB,4.016,4.016,P02117
P06351,postgresC,5.189,5.189,P02117
P06352,postgresC,1.442,1.442,P02117
P06353,postgresA,6.81,6.81,P02118
P06354,postgresC,8.751,8.751,P02118
P06355,postgresA,8.2,8.2,P02118
P06356,postgresB,3.897,3.897,P02119
P06357,postgresC,5.716,5.716,P02119
P06358,postgresC,8.332,8.332,P02119
P06359,postgresC,6.903,6.903,P02120
P06360,postgresB,5.405,5.405,P02120
P06361,postgresC,1.1,1.1,P02120
P06362,postgresB,9.923,9.923,P02121
P06363,postgresB,7.478,7.478,P02121
P06364,postgresA,8.077,8.077,P02121
P06365,postgresB,1.44,1.44,P02122
P06366,postgresC,9.669,9.669,P02122
P06367,postgresC,0.121,0.121,P02122
P06368,postgresA,2.056,2.056,P02123
P06369,postgresB,5.586,5.586,P02123
P06370,postgresB,2.604,2.604,P02123
P06371,postgresC,9.014,9.014,P02124
P06372,postgresC,7.193,7.193,P02124
P06373,postgresA,1.881,1.881,P02124
P06374,postgresA,1.066,1.066,P02125
P06375,postgresA,0.245,0.245,P02125
P06376,postgresB,0.212,0.212,P02125
P06377,postgresA,3.468,3.468,P02126
P06378,postgresB,3.706,3.706,P02126
P06379,postgresA,7.592,7.592,P02126
P06380,postgresA,5.918,5.918,P02127
P06381,postgresB,3.007,3.007,P02127
P06382,postgresB,0.25,0.25,P02127
P06383,postgresB,7.621,7.621,P02128
P06384,postgresC,5.597,5.597,P02128
P06385,postgresB,1.898,1.898,P02128
P06386,postgresA,0.997,0.997,P02129
P06387,postgresA,8.307,8.307,P02129
P06388,postgresB,1.792,1.792,P02129
P06389,postgresB,0.549,0.549,P02130
P06390,postgresC,7.219,7.219,P02130
P06391,postgresA,9.818,9.818,P02130
P06392,postgresB,9.277,9.277,P02131
P06393,postgresB,5.359,5.359,P02131
P06394,postgresB,7.148,7.148,P02131
P06395,postgresC,8.292,8.292,P02132
P06396,postgresB,1.649,1.649,P02132
P06397,postgresA,7.671,7.671,P02132
